"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"50","RT GeoMktFan: RT GeoMktFan: RT GeoMktFan: RT GeoMktFan: RT calvinlocklear: RT rogeratx: #retail #bigdata Beacon-Ba… https://t.co/TP0sFp40Vh",FALSE,0,NA,2015-11-12 04:15:49,FALSE,NA,"664657826741100544",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","GeoMktFan",0,FALSE,FALSE,NA,NA
"51","RT @KirkDBorne: How to Explain the Value of #DataScience: https://t.co/5t75coW1Q7 #BigData #MachineLearning",FALSE,0,NA,2015-11-12 04:15:42,FALSE,NA,"664657797204742144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstate_bigdata",4,TRUE,FALSE,NA,NA
"52","Are you verifying your #BigData results?: https://t.co/FzvxOgOWfk
#analytics #crossplatform #DigitalLibrary",FALSE,0,NA,2015-11-12 04:15:32,FALSE,NA,"664657754699644929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dataCloud01",0,FALSE,FALSE,NA,NA
"53","RT @dr_morton: Time is NOT Money...

In Entrepreneurship Time is a CRITICAL Resource that Money Can't buy. 

Computing &amp; #BigData can, howe…",FALSE,0,NA,2015-11-12 04:15:27,FALSE,NA,"664657736882257921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","hashtaglinZ",21,TRUE,FALSE,NA,NA
"54","RT @HyperGrowthCo: 10 Great Tips For Beginning Your #BigData Journey

https://t.co/84WYYOE8nA

#business #data #analytics #strategy https:/…",FALSE,0,NA,2015-11-12 04:15:27,FALSE,NA,"664657734399164416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paoshak",3,TRUE,FALSE,NA,NA
"55","RT @dmuse: IDC says big data spending to hit $48.6 billion in 2019 https://t.co/TEtbAe05B6 @ThorOlavsrud via @CIOonline @IDC #bigdata",FALSE,0,NA,2015-11-12 04:15:17,FALSE,NA,"664657693366288384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bluetalon",2,TRUE,FALSE,NA,NA
"56","RT ThingsExpo: [video] ‘The World's Many IoTs’ Power Panel ▸ https://t.co/W8CT4JApMQ #Cloud #BigData #IoT #M2M #API #Wearables #InternetOf…",FALSE,0,NA,2015-11-12 04:15:04,FALSE,NA,"664657637330558976",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","startup124",0,FALSE,FALSE,NA,NA
"57","RT KirkDBorne: In-Memory #Analytics and the Marriage of RDBMS &amp; NoSQL: https://t.co/gepEUGdUTX #abdsc #BigData #D… https://t.co/KpbkWV0dbz",FALSE,0,NA,2015-11-12 04:15:02,FALSE,NA,"664657632360325120",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","startup124",0,FALSE,FALSE,NA,NA
"58","RT KirkDBorne: How #BigData #Analytics and the #IoT create #SmartCities:
https://t.co/1vJ8CWQpcF #abdsc #DataScie… https://t.co/ZCJO5qBU4T",FALSE,0,NA,2015-11-12 04:15:02,FALSE,NA,"664657630187675648",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","startup124",0,FALSE,FALSE,NA,NA
"59","RT @KirkDBorne: A #DataScience Declaration for today's Data-Drenched Organizations: https://t.co/OKXbyWSeBF #BigData #Analytics https://t.c…",FALSE,0,NA,2015-11-12 04:14:27,FALSE,NA,"664657483185586176",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","mattcornett",5,TRUE,FALSE,NA,NA
"60","RT @benrund: Informatica is honored to share a #BigData ecosystem partnership with @Deloitte https://t.co/FK9FULFCmN #BigDataReady",FALSE,0,NA,2015-11-12 04:14:16,FALSE,NA,"664657438189232128",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","AI_Scientist",1,TRUE,FALSE,NA,NA
"61","RT @HadoopDaily: See how our partner @SkytreeHQ supports #machinelearning for #bigdata on #hadoop and our HDP: https://t.co/GlCgKcjmN6",FALSE,0,NA,2015-11-12 04:14:05,FALSE,NA,"664657392894775296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkytreeHQ",2,TRUE,FALSE,NA,NA
"62","RT MikeLehrOZA: Impact of #bigdata in customer service training https://t.co/ODyzAZ0yjC; #training #customerservic… https://t.co/yppa8Pepst",FALSE,0,NA,2015-11-12 04:14:01,FALSE,NA,"664657375845064704",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","BoCaribbean",0,FALSE,FALSE,NA,NA
"63","Networkx #Datascience #Bigdata Tools is out! https://t.co/QDAotxnHyz Stories via @im_suz @ANight_in_Paris @Java_Cell",FALSE,0,NA,2015-11-12 04:13:53,FALSE,NA,"664657339467833344",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jletteboer",0,FALSE,FALSE,NA,NA
"64","RT @hajozaki: 5 Critical #BigData Capabilities Financial Marketers Must Master https://t.co/8zAPgLhurx via @FinancialBrand https://t.co/mYV…",FALSE,0,NA,2015-11-12 04:13:51,FALSE,NA,"664657331221729281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HamOntReporter",1,TRUE,FALSE,NA,NA
"65","RT @KirkDBorne: Get 50+ *free* #DataScience Books at https://t.co/dRslrU5m2h  #abdsc #BigData #Analytics #MachineLearning https://t.co/mAp9…",FALSE,0,NA,2015-11-12 04:13:39,FALSE,NA,"664657282966413312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","McKibbinUSA",8,TRUE,FALSE,NA,NA
"66","RT @DataconomyMedia: R vs. Python: The Data Science Wars https://t.co/d9guanfsqA     #programming #bigdata",FALSE,0,NA,2015-11-12 04:13:38,FALSE,NA,"664657279082438656",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","BigDataMinded",1,TRUE,FALSE,NA,NA
"67","RT @muzzaHK44: Informatica is honored to share a #BigData ecosystem partnership with @Deloitte https://t.co/cq5pIvtBfq #BigDataReady",FALSE,0,NA,2015-11-12 04:13:15,FALSE,NA,"664657182609141761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LizKiehne",1,TRUE,FALSE,NA,NA
"68","RT @KirkDBorne: Get 50+ *free* #DataScience Books at https://t.co/dRslrU5m2h  #abdsc #BigData #Analytics #MachineLearning https://t.co/mAp9…",FALSE,0,NA,2015-11-12 04:13:13,FALSE,NA,"664657174983933952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zeekayinfo3",8,TRUE,FALSE,NA,NA
"69","I &lt;3 #data #evidence #BigData
 https://t.co/PTKectHmVJ",FALSE,0,NA,2015-11-12 04:13:09,FALSE,NA,"664657154662637569",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","smereux",0,FALSE,FALSE,NA,NA
"70","Informatica is proud to share a #BigData ecosystem partnership with @AccentureDigi https://t.co/FtKyqv9XlJ #BigDataReady",FALSE,0,NA,2015-11-12 04:13:05,FALSE,NA,"664657139164561408",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","msouthern9",0,FALSE,FALSE,NA,NA
"71","Updating @hadoop #ecosystem lesson plan in @kstate_CIS #BigData #Analytics for the post-Spark env: @ApacheMesos, @ApacheDrill, @ApacheFlink.",FALSE,0,NA,2015-11-12 04:13:00,FALSE,NA,"664657117375275008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstate_bigdata",0,FALSE,FALSE,NA,NA
"72","RT @mikepluta: Top tweets from @CRN #BigData Stars https://t.co/HdMTg2k95V - top stories by @hortonworks, @SkytreeHQ",FALSE,0,NA,2015-11-12 04:12:59,FALSE,NA,"664657115999408128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkytreeHQ",1,TRUE,FALSE,NA,NA
"73","RT @KirkDBorne: A #DataScience Declaration for today's Data-Drenched Organizations: https://t.co/OKXbyWSeBF #BigData #Analytics https://t.c…",FALSE,0,NA,2015-11-12 04:12:29,FALSE,NA,"664656988392001536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeaosa",5,TRUE,FALSE,NA,NA
"74","RT @foratv: Hear @ArnoCandel discuss what challenges arise when implementing new algorithms. #h2oworld #BigData @h2oai https://t.co/48w13Tv…",FALSE,0,NA,2015-11-12 04:12:21,FALSE,NA,"664656954791448576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MauriYambo",6,TRUE,FALSE,NA,NA
"75","RT @KirkDBorne: A #DataScience Declaration for today's Data-Drenched Organizations: https://t.co/OKXbyWSeBF #BigData #Analytics https://t.c…",FALSE,0,NA,2015-11-12 04:11:51,FALSE,NA,"664656827288686594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gravity_v20",5,TRUE,FALSE,NA,NA
"76","RT ThingsExpo: [video] ‘The World's Many IoTs’ Power Panel ▸ https://t.co/32wGN48yhO #Cloud #BigData #IoT #M2M #API #Wearables #InternetOf…",FALSE,0,NA,2015-11-12 04:11:33,FALSE,NA,"664656753431355396",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","MusicHackFest",0,FALSE,FALSE,NA,NA
"77","RT @KirkDBorne: #Semantic Approach to #BigData and Event Processing: https://t.co/kVhcHNUnfy [free content from 3-day tutorial] #abdsc #Dat…",FALSE,0,NA,2015-11-12 04:11:33,FALSE,NA,"664656752583938048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",6,TRUE,FALSE,NA,NA
"78","RT @KirkDBorne: A summary of blog posts on #BigData and #Analytics in the #OilAndGas industry at: https://t.co/mq52nxl0SF #DataScience",FALSE,0,NA,2015-11-12 04:11:32,FALSE,NA,"664656747898925056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",4,TRUE,FALSE,NA,NA
"79","RT @dr_morton: Time is NOT Money...

In Entrepreneurship Time is a CRITICAL Resource that Money Can't buy. 

Computing &amp; #BigData can, howe…",FALSE,0,NA,2015-11-12 04:11:29,FALSE,NA,"664656738730254336",NA,"<a href=""http://www.vmug.org.uk"" rel=""nofollow"">VMUG</a>","BDUGUK",21,TRUE,FALSE,NA,NA
"80","RT @TalkingEngine: 4 engines, 10 reports, 50 triggers, 5000... Dig #BigData? We dig the @airbus #EA380! https://t.co/t6MtSp7DCR #DAS15 http…",FALSE,0,NA,2015-11-12 04:11:25,FALSE,NA,"664656719360823296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jigmylama",245,TRUE,FALSE,NA,NA
"81","RT @KirkDBorne: In-Memory #Analytics and the Marriage of RDBMS &amp; NoSQL: https://t.co/dRoJwM2L7e #abdsc #BigData #DataScience #IoT https://t…",FALSE,0,NA,2015-11-12 04:11:24,FALSE,NA,"664656715627958272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",11,TRUE,FALSE,NA,NA
"82","RT @KirkDBorne: How #BigData #Analytics and the #IoT create #SmartCities:
https://t.co/TlelSzZoFp #abdsc #DataScience https://t.co/Wdz35ida…",FALSE,0,NA,2015-11-12 04:11:20,FALSE,NA,"664656699567898628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",15,TRUE,FALSE,NA,NA
"83","RT @kdnuggets: How to discover stolen data using #Hadoop and #BigData? #Fraud #Detection https://t.co/0iE60zND9c https://t.co/ycdROTiMbZ",FALSE,0,NA,2015-11-12 04:11:20,FALSE,NA,"664656697995239424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MiroWare",11,TRUE,FALSE,NA,NA
"84","RT @MikeLehrOZA: Impact of #bigdata in customer service training https://t.co/BLR6lcAiOT #training #customerservice #HR #management",FALSE,0,NA,2015-11-12 04:11:06,FALSE,NA,"664656640461795328",NA,"<a href=""http://tweetfull.com"" rel=""nofollow"">Tweet Full</a>","Doorda",4,TRUE,FALSE,NA,NA
"85","A #DataScience Declaration for today's Data-Drenched Organizations: https://t.co/OKXbyWSeBF #BigData #Analytics https://t.co/TEhtE4iSu5",FALSE,10,NA,2015-11-12 04:11:06,FALSE,NA,"664656639950098432",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KirkDBorne",5,FALSE,FALSE,NA,NA
"86","RT @KirkDBorne: Get 50+ *free* #DataScience Books at https://t.co/dRslrU5m2h  #abdsc #BigData #Analytics #MachineLearning https://t.co/mAp9…",FALSE,0,NA,2015-11-12 04:11:04,FALSE,NA,"664656630273802245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamunr7",8,TRUE,FALSE,NA,NA
"87","Informatica is proud to share a #BigData ecosystem partnership with @AccentureDigi https://t.co/IxMA1pomhg #BigDataReady",FALSE,0,NA,2015-11-12 04:11:03,FALSE,NA,"664656626612371456",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","FintanINFA",1,FALSE,FALSE,NA,NA
"88","Data Driven Innovation: A Primer https://t.co/6xKbeexlGL #bigdata #datadriveninnovation #analytics",FALSE,0,NA,2015-11-12 04:11:02,FALSE,NA,"664656625077235712",NA,"<a href=""http://v1sh6l.com"" rel=""nofollow"">v1sh6l</a>","V1SH6L",0,FALSE,FALSE,NA,NA
"89","Rethinking classical approaches to #analysis &amp; #predictive #modeling [ #video ] https://t.co/yzjg6kQIia #bigdata",FALSE,0,NA,2015-11-12 04:11:02,FALSE,NA,"664656623089135616",NA,"<a href=""http://iselfhealth.com"" rel=""nofollow"">iSelfHealth</a>","iSelfHealth",0,FALSE,FALSE,NA,NA
"90","RT @StevnPhillips: Taking Back Your Weekends – Simplifying Migrations and Upgrades, Part 1 [New e-Book] https://t.co/zgJN2Elt5M #BigData ch…",FALSE,0,NA,2015-11-12 04:11:02,FALSE,NA,"664656622283792388",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jsurr",2,TRUE,FALSE,NA,NA
"91","RT @KirkDBorne: #BigData #Analytics Solutions in #OilandGas by Mtell &amp; @MapR: https://t.co/nrY3KpwOGB #MachineLearning #DataScience https:/…",FALSE,0,NA,2015-11-12 04:10:59,FALSE,NA,"664656612104146944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",8,TRUE,FALSE,NA,NA
"92","RT @KirkDBorne: Predictive Maintenance for #OilandGas Industry using @MapR Hadoop: https://t.co/GhD3S6cf7K #BigData #DataScience https://t.…",FALSE,0,NA,2015-11-12 04:10:57,FALSE,NA,"664656601484169216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",6,TRUE,FALSE,NA,NA
"93","RT @KirkDBorne: #BigData #Analytics Solutions Brief for the #OilAndGas Industry: https://t.co/l3AdfxJA50 by @MapR https://t.co/l1mecV4BbB",FALSE,0,NA,2015-11-12 04:10:54,FALSE,NA,"664656590562177024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",5,TRUE,FALSE,NA,NA
"94","RT @KirkDBorne: Transforming #OilandGas with #BigData #Analytics platforms: https://t.co/VqhR7nlaLA #DataScience https://t.co/3cyl8VOnyQ",FALSE,0,NA,2015-11-12 04:10:50,FALSE,NA,"664656572153393152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gauth555",3,TRUE,FALSE,NA,NA
"95","The Future of Big Data and Your Business Strategy: https://t.co/TGGVRLAoKf #bigdata #leadership",FALSE,0,NA,2015-11-12 04:10:47,FALSE,NA,"664656561021788160",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BlueSteps",0,FALSE,FALSE,NA,NA
"96","RT @karamyers27: @Pentaho Blueprints City Tour Austin, TX 11/19.  Join us: https://t.co/SEB47seb27 #BigData @HDSUnitedStates",FALSE,0,NA,2015-11-12 04:10:38,FALSE,NA,"664656524011171841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TiffanyTuell1",2,TRUE,FALSE,NA,NA
"97","Think Big &amp; Win Big in FS #bigdata #digitaleconomy https://t.co/d2c8JtAjAv",FALSE,3,NA,2015-11-12 04:10:33,FALSE,NA,"664656500854530048",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","roychuash",0,FALSE,FALSE,NA,NA
"98","RT @dr_morton: Time is NOT Money...

In Entrepreneurship Time is a CRITICAL Resource that Money Can't buy. 

Computing &amp; #BigData can, howe…",FALSE,0,NA,2015-11-12 04:10:21,FALSE,NA,"664656452955455488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","TheValerieVonn",21,TRUE,FALSE,NA,NA
"99","Informatica is honored to share a #BigData ecosystem partnership with @Deloitte https://t.co/jdmxD46hMp #BigDataReady",FALSE,0,NA,2015-11-12 04:10:11,FALSE,NA,"664656409103986688",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","piyush_social",0,FALSE,FALSE,NA,NA
"100","RT @KirkDBorne: Predictive Maintenance for #OilandGas Industry using @MapR Hadoop: https://t.co/GhD3S6cf7K #BigData #DataScience https://t.…",FALSE,0,NA,2015-11-12 04:09:45,FALSE,NA,"664656300131807232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstate_bigdata",6,TRUE,FALSE,NA,NA
"101","RT @BigDataBlogs: Cloud Vs. On-Premises: 6 Benefits Of Keeping Data Private https://t.co/xd8vYxZxBg via @BigDataBlogs #Opines on #BigData",FALSE,0,NA,2015-11-12 04:09:26,FALSE,NA,"664656221161459712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robsaghafi",5,TRUE,FALSE,NA,NA
"102","The Data Science Industry: Who Does What (Infographic) https://t.co/x3GmwqQV5L #bigdata | https://t.co/kAeuiQv04o",FALSE,1,NA,2015-11-12 04:09:02,FALSE,NA,"664656120355516418",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","cristianomg",0,FALSE,FALSE,NA,NA
"103","RT @KirkDBorne: Get 50+ *free* #DataScience Books at https://t.co/dRslrU5m2h  #abdsc #BigData #Analytics #MachineLearning https://t.co/mAp9…",FALSE,0,NA,2015-11-12 04:08:42,FALSE,NA,"664656034607185921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ERDataDoc",8,TRUE,FALSE,NA,NA
"104","RT @TheASF: The Apache Software Foundation announces Apache Cassandra v3.0 https://t.co/KR134FEnak #BigData #distributed #database @cassand…",FALSE,0,NA,2015-11-12 04:08:18,FALSE,NA,"664655937832026113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wuyuntao",36,TRUE,FALSE,NA,NA
"105","Informatica is honored to share a #BigData ecosystem partnership with @Deloitte https://t.co/FK9FULFCmN #BigDataReady",FALSE,0,NA,2015-11-12 04:08:14,FALSE,NA,"664655920916512768",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","benrund",1,FALSE,FALSE,NA,NA
"106","RT @KirkDBorne: 15 Mathematics MOOCs for #DataScience: https://t.co/sJ3izcDqwK #MachineLearning #BigData via @kdnuggets https://t.co/s8jc5o…",FALSE,0,NA,2015-11-12 04:08:13,FALSE,NA,"664655916659175424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstate_bigdata",15,TRUE,FALSE,NA,NA
"107","The #CIO’s role in closing Canada’s #bigdata talent gap | IT World Canada https://t.co/QsrejqdIgy",FALSE,0,NA,2015-11-12 04:08:11,FALSE,NA,"664655906324545536",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","chi2innovations",0,FALSE,FALSE,NA,NA
"108","#ibm Yes, #bigdata has a place in small business. https://t.co/zdJj0cVXhI  #SMB [It's never too soon to start th... https://t.co/kAoQEyudLL",FALSE,0,NA,2015-11-12 04:07:39,FALSE,NA,"664655770647064578",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","enriquednicolas",0,FALSE,FALSE,NA,NA
"109","RT @ShellySwanback: How farmers are milking #BigData for insight. Literally https://t.co/NCoUcCiHV1 @ispeakanalytics",FALSE,0,NA,2015-11-12 04:07:26,FALSE,NA,"664655717656326144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HenneGeek",7,TRUE,FALSE,NA,NA
"110","RT @Huawei: Huawei’s Baofeng Zhang talks future challenges &amp; opportunities when #BigData comes to #SmartCities at #HIDAsia15 https://t.co/L…",FALSE,0,NA,2015-11-12 04:07:02,FALSE,NA,"664655619115249664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashoka2072",6,TRUE,FALSE,NA,NA
"111","RT @TalkingEngine: Do you know I monitor 125+ parameters per flight? So yes #BigData is sexy at #DAS15 https://t.co/t6MtSoQ2eh  #EA380 http…",FALSE,0,NA,2015-11-12 04:06:41,FALSE,NA,"664655528333721600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reko_Wan",252,TRUE,FALSE,NA,NA
"112","The Big Data A-Z: Part three https://t.co/8jFGbUqakv
  #bigdata https://t.co/fOEfewB9jF",FALSE,0,NA,2015-11-12 04:06:02,FALSE,NA,"664655366635016192",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","ITProPortal",0,FALSE,FALSE,NA,NA
"113","Grow efficiently with a cloud-ready data center. See the changes happening globally for #bigdata. https://t.co/Aot8SGRAUC #MSFTPartner",FALSE,1,NA,2015-11-12 04:05:55,FALSE,NA,"664655337526530048",NA,"<a href=""http://www.socialports.com"" rel=""nofollow"">rFactr SocialPort</a>","AltaraERP",0,FALSE,FALSE,NA,NA
"114","RT @akashbad: How does #Netflix know which movies you might like? Research improves #bigdata #analytics https://t.co/UyaEpexzke https://t.c…",FALSE,0,NA,2015-11-12 04:05:47,FALSE,NA,"664655301509951488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrchalonTech",2,TRUE,FALSE,NA,NA
"115","RT @NadraAmri: Building confidence in #Bigdata http://t.co/sfHDBpCu1i",FALSE,0,NA,2015-11-12 04:05:32,FALSE,NA,"664655239254048768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mahruqy90",22,TRUE,FALSE,NA,NA
"116","#AlanTuring Institute &amp; #Intel join forces on #BigData #HPC &amp; skills | @turinginst   https://t.co/U8pYvywXZI https://t.co/0l2TyPO7GG",FALSE,0,NA,2015-11-12 04:05:25,FALSE,NA,"664655208618659840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karthesr",0,FALSE,FALSE,NA,NA
"117","#Spark 101: What Is It, What It Does, and Why It Matters | MapR https://t.co/59CwggSK7A #analytics #bigdata",FALSE,1,NA,2015-11-12 04:05:24,FALSE,NA,"664655204839747584",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","jasenasia",0,FALSE,FALSE,NA,NA
"118","Informatica is honored to share a #BigData ecosystem partnership with @Deloitte https://t.co/WVd18GvmUZ #BigDataReady",FALSE,0,NA,2015-11-12 04:05:11,FALSE,NA,"664655151395954688",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","livvyrich13",0,FALSE,FALSE,NA,NA
"119","RT @akashbad: How does #Netflix know which movies you might like? Research improves #bigdata #analytics https://t.co/UyaEpexzke https://t.c…",FALSE,0,NA,2015-11-12 04:05:08,FALSE,NA,"664655138376671232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harsh_para",2,TRUE,FALSE,NA,NA
"120","Get 50+ *free* #DataScience Books at https://t.co/dRslrU5m2h  #abdsc #BigData #Analytics #MachineLearning https://t.co/mAp9AWBwVo",FALSE,12,NA,2015-11-12 04:05:02,FALSE,NA,"664655114091692032",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KirkDBorne",8,FALSE,FALSE,NA,NA
"121","RT @Huawei: Huawei’s Baofeng Zhang talks future challenges &amp; opportunities when #BigData comes to #SmartCities at #HIDAsia15 https://t.co/L…",FALSE,0,NA,2015-11-12 04:04:51,FALSE,NA,"664655066733875200",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","4huawei",6,TRUE,FALSE,NA,NA
"122","How #IoT and #bigdata will change from life of big industry. https://t.co/jPVJJOK5UJ #MSFTPartner https://t.co/bcz3YCxqo2",FALSE,1,NA,2015-11-12 04:04:33,FALSE,NA,"664654990347214848",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GauntletDS",0,FALSE,FALSE,NA,NA
