"","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP"
"5759","201212070DET","CHI","Joakim Noah","noahjo01","43:26:00",12,19,0.632,0,0,NA,6,7,0.857,10,13,23,6,2,2,2,3,30,12,NA,1
"5760","201212070DET","CHI","Luol Deng","denglu01","42:25:00",6,15,0.4,1,2,0.5,3,4,0.75,2,3,5,6,1,2,1,2,16,10,NA,1
"5761","201212070DET","CHI","Marco Belinelli","belinma01","39:58:00",6,13,0.462,2,6,0.333,2,2,1,1,2,3,3,0,0,2,4,16,12,NA,1
"5762","201212070DET","CHI","Carlos Boozer","boozeca01","38:57:00",12,19,0.632,0,0,NA,0,0,NA,0,6,6,2,2,0,1,2,24,10,NA,1
"5763","201212070DET","CHI","Kirk Hinrich","hinriki01","35:45:00",4,5,0.8,2,3,0.667,3,4,0.75,0,3,3,6,0,0,1,4,13,11,NA,1
"5764","201212070DET","CHI","Taj Gibson","gibsota01","13:37",1,2,0.5,0,0,NA,2,2,1,0,0,0,0,0,0,1,3,4,-14,NA,1
"5765","201212070DET","CHI","Jimmy Butler","butleji01","13:37",1,1,1,0,0,NA,1,2,0.5,0,0,0,0,0,0,0,1,3,-14,NA,1
"5766","201212070DET","CHI","Nate Robinson","robinna01","12:15",1,8,0.125,0,3,0,0,0,NA,0,1,1,0,1,0,0,1,2,-7,NA,1
"5767","201212070DET","DET","Brandon Knight","knighbr03","34:50:00",6,11,0.545,3,3,1,6,7,0.857,0,1,1,2,0,0,3,4,21,-10,NA,1
"5768","201212070DET","DET","Tayshaun Prince","princta01","34:29:00",4,9,0.444,0,0,NA,5,6,0.833,0,2,2,1,0,0,0,0,13,-11,NA,1
"5769","201212070DET","DET","Jason Maxiell","maxieja01","27:02:00",2,5,0.4,0,0,NA,2,4,0.5,1,8,9,0,1,0,0,2,6,-6,NA,1
"5770","201212070DET","DET","Greg Monroe","monrogr01","25:19:00",6,13,0.462,0,0,NA,1,2,0.5,3,2,5,2,1,0,1,1,13,-7,NA,1
"5771","201212070DET","DET","Kyle Singler","singlky01","23:38",1,6,0.167,0,2,0,0,0,NA,0,3,3,0,0,0,1,3,2,-7,NA,1
"5772","201212070DET","DET","Rodney Stuckey","stuckro01","35:48:00",7,12,0.583,2,3,0.667,8,8,1,0,1,1,7,2,1,2,3,24,9,NA,1
"5773","201212070DET","DET","Andre Drummond","drumman01","22:41",3,3,1,0,0,NA,1,2,0.5,0,4,4,0,1,0,0,2,7,3,NA,1
"5774","201212070DET","DET","Charlie Villanueva","villach01","20:31",6,9,0.667,3,5,0.6,0,0,NA,1,1,2,1,1,0,0,2,15,0,NA,1
"5775","201212070DET","DET","Corey Maggette","maggeco01","15:41",1,2,0.5,0,1,0,1,2,0.5,0,1,1,1,0,0,1,2,3,9,NA,1
"5776","201212070IND","DEN","Andre Iguodala","iguodan01","37:22:00",4,12,0.333,0,4,0,2,2,1,0,0,0,2,2,0,2,1,10,1,NA,1
"5777","201212070IND","DEN","Ty Lawson","lawsoty01","35:07:00",1,10,0.1,0,3,0,0,0,NA,0,1,1,4,2,1,0,2,2,-3,NA,1
"5778","201212070IND","DEN","Danilo Gallinari","gallida01","34:51:00",2,10,0.2,1,3,0.333,4,5,0.8,1,6,7,8,2,1,1,1,9,3,NA,1
"5779","201212070IND","DEN","Kosta Koufos","koufoko01","21:11",5,8,0.625,0,0,NA,2,2,1,4,1,5,0,0,0,0,4,12,-9,NA,1
"5780","201212070IND","DEN","Kenneth Faried","farieke01","20:44",2,7,0.286,0,0,NA,0,0,NA,0,7,7,0,0,0,1,2,4,-14,NA,1
"5781","201212070IND","DEN","JaVale McGee","mcgeeja01","30:25:00",9,9,1,0,0,NA,2,4,0.5,3,5,8,0,0,1,2,5,20,17,NA,1
"5782","201212070IND","DEN","Corey Brewer","breweco01","28:06:00",9,16,0.563,2,5,0.4,0,2,0,1,3,4,1,1,1,0,1,20,5,NA,1
"5783","201212070IND","DEN","Andre Miller","millean02","24:39:00",6,11,0.545,0,0,NA,3,4,0.75,1,3,4,8,2,0,2,1,15,13,NA,1
"5784","201212070IND","DEN","Jordan Hamilton","hamiljo02","7:35",0,3,0,0,2,0,0,1,0,0,1,1,1,1,0,0,0,0,2,NA,1
"5785","201212070IND","IND","George Hill","hillge01","37:49:00",5,15,0.333,3,9,0.333,2,3,0.667,0,4,4,10,0,3,1,2,15,9,NA,1
"5786","201212070IND","IND","Paul George","georgpa01","34:55:00",9,15,0.6,4,5,0.8,0,1,0,1,5,6,6,1,2,2,4,22,12,NA,1
"5787","201212070IND","IND","David West","westda01","34:21:00",8,12,0.667,0,0,NA,2,2,1,1,10,11,3,1,1,2,1,18,9,NA,1
"5788","201212070IND","IND","Lance Stephenson","stephla01","32:18:00",5,8,0.625,1,3,0.333,1,2,0.5,1,3,4,2,1,0,2,3,12,13,NA,1
"5789","201212070IND","IND","Roy Hibbert","hibbero01","29:48:00",3,10,0.3,0,0,NA,4,6,0.667,4,5,9,3,1,3,3,2,10,7,NA,1
"5790","201212070IND","IND","Ian Mahinmi","mahinia01","18:12",1,5,0.2,0,0,NA,0,0,NA,2,5,7,0,1,0,2,3,2,-10,NA,1
"5791","201212070IND","IND","Sam Young","youngsa01","16:14",3,7,0.429,2,4,0.5,1,2,0.5,0,0,0,1,0,0,2,2,9,-17,NA,1
"5792","201212070IND","IND","Tyler Hansbrough","hansbty01","13:39",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,1,3,0,-12,NA,1
"5793","201212070IND","IND","Gerald Green","greenge01","12:33",0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,-14,NA,1
"5794","201212070IND","IND","D.J. Augustin","augusdj01","10:11",0,1,0,0,1,0,1,2,0.5,0,0,0,2,0,0,3,1,1,-12,NA,1
"5795","201212070MIL","CHA","Michael Kidd-Gilchrist","kiddgmi01","31:50:00",4,4,1,0,0,NA,3,6,0.5,2,9,11,2,0,1,0,5,11,4,NA,1
"5796","201212070MIL","CHA","Jeff Taylor","tayloje03","26:48:00",1,10,0.1,0,5,0,2,2,1,1,1,2,1,0,0,0,1,4,-3,NA,1
"5797","201212070MIL","CHA","Kemba Walker","walkeke02","26:10:00",8,13,0.615,0,1,0,0,0,NA,0,2,2,6,3,0,1,1,16,-6,NA,1
"5798","201212070MIL","CHA","Byron Mullens","mulleby01","13:52",3,4,0.75,0,0,NA,0,0,NA,2,3,5,0,0,0,0,0,6,-17,NA,1
"5799","201212070MIL","CHA","Brendan Haywood","haywobr01","8:48",0,4,0,0,0,NA,1,2,0.5,2,0,2,0,2,0,1,1,1,-5,NA,1
"5800","201212070MIL","CHA","Bismack Biyombo","biyombi01","28:39:00",1,7,0.143,0,0,NA,0,2,0,3,5,8,1,0,4,1,2,2,-18,NA,1
"5801","201212070MIL","CHA","Gerald Henderson","hendege02","24:23:00",6,10,0.6,1,1,1,6,7,0.857,0,4,4,1,0,0,2,3,19,-10,NA,1
"5802","201212070MIL","CHA","DeSagana Diop","diopde01","21:55",3,4,0.75,0,0,NA,0,0,NA,2,3,5,2,0,1,1,4,6,4,NA,1
"5803","201212070MIL","CHA","Ramon Sessions","sessira01","20:32",2,6,0.333,0,0,NA,4,4,1,1,4,5,2,2,0,2,2,8,-18,NA,1
"5804","201212070MIL","CHA","Ben Gordon","gordobe01","14:40",3,9,0.333,0,4,0,2,2,1,1,0,1,0,0,0,2,2,8,-15,NA,1
"5805","201212070MIL","CHA","Hakim Warrick","warriha01","13:10",2,6,0.333,0,0,NA,0,4,0,0,0,0,2,2,0,1,1,4,8,NA,1
"5806","201212070MIL","CHA","Reggie Williams","willire02","9:15",3,4,0.75,2,2,1,0,3,0,0,0,0,1,0,0,0,1,8,1,NA,1
"5807","201212070MIL","MIL","Brandon Jennings","jennibr01","35:47:00",5,16,0.313,1,5,0.2,4,5,0.8,1,1,2,8,3,0,2,0,15,18,NA,1
"5808","201212070MIL","MIL","Monta Ellis","ellismo01","31:06:00",3,11,0.273,0,1,0,7,9,0.778,0,4,4,5,0,1,1,3,13,22,NA,1
"5809","201212070MIL","MIL","Marquis Daniels","daniema01","27:45:00",7,11,0.636,3,3,1,1,1,1,2,4,6,3,0,0,2,0,18,27,NA,1
"5810","201212070MIL","MIL","Larry Sanders","sandela01","25:51:00",4,8,0.5,0,0,NA,0,0,NA,4,6,10,1,1,5,0,3,8,24,NA,1
"5811","201212070MIL","MIL","Ekpe Udoh","udohek01","22:05",1,4,0.25,0,0,NA,4,4,1,2,4,6,0,0,2,0,2,6,20,NA,1
"5812","201212070MIL","MIL","Ersan Ilyasova","ilyaser01","19:35",7,17,0.412,2,3,0.667,5,6,0.833,4,8,12,0,0,0,0,3,21,5,NA,1
"5813","201212070MIL","MIL","Luc Mbah a Moute","mbahalu01","19:30",3,6,0.5,0,0,NA,3,5,0.6,1,2,3,1,1,0,1,0,9,-3,NA,1
"5814","201212070MIL","MIL","Doron Lamb","lambdo01","17:34",3,6,0.5,0,1,0,0,0,NA,1,3,4,1,0,0,0,3,6,-7,NA,1
"5815","201212070MIL","MIL","Samuel Dalembert","dalemsa01","13:57",2,4,0.5,0,0,NA,0,0,NA,2,1,3,0,0,5,2,2,4,-3,NA,1
"5816","201212070MIL","MIL","Drew Gooden","goodedr01","8:23",0,4,0,0,1,0,2,2,1,3,1,4,1,0,1,1,1,2,-10,NA,1
"5817","201212070MIL","MIL","Tobias Harris","harrito02","6:09",2,4,0.5,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,4,-6,NA,1
"5818","201212070MIL","MIL","John Henson","hensojo01","6:09",1,3,0.333,0,0,NA,0,0,NA,2,0,2,0,0,0,1,0,2,-6,NA,1
"5819","201212070MIL","MIL","Joel Przybilla","przybjo01","6:09",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,0,0,-6,NA,1
"5820","201212070MIN","CLE","Anderson Varejao","varejan01","33:37:00",2,10,0.2,0,0,NA,0,0,NA,4,10,14,2,0,1,2,5,4,-20,NA,1
"5821","201212070MIN","CLE","Alonzo Gee","geeal01","30:55:00",7,12,0.583,2,6,0.333,0,0,NA,0,1,1,1,0,1,1,0,16,-14,NA,1
"5822","201212070MIN","CLE","Daniel Gibson","gibsoda01","27:20:00",2,7,0.286,1,4,0.25,0,0,NA,0,0,0,4,4,0,2,2,5,-16,NA,1
"5823","201212070MIN","CLE","Tristan Thompson","thomptr01","24:48:00",3,7,0.429,0,0,NA,0,0,NA,0,3,3,0,2,0,2,5,6,-13,NA,1
"5824","201212070MIN","CLE","Jeremy Pargo","pargoje01","16:52",2,9,0.222,0,2,0,1,2,0.5,0,2,2,2,1,0,2,2,5,-15,NA,1
"5825","201212070MIN","CLE","Donald Sloan","sloando01","31:08:00",4,11,0.364,1,2,0.5,1,2,0.5,0,5,5,1,1,0,3,0,10,-3,NA,1
"5826","201212070MIN","CLE","C.J. Miles","milescj01","23:12",5,12,0.417,2,5,0.4,1,2,0.5,0,1,1,0,1,0,5,1,13,-3,NA,1
"5827","201212070MIN","CLE","Tyler Zeller","zellety01","15:23",2,6,0.333,0,0,NA,1,1,1,4,3,7,2,1,0,0,5,5,0,NA,1
"5828","201212070MIN","CLE","Omri Casspi","casspom01","14:33",2,6,0.333,1,3,0.333,0,0,NA,1,3,4,1,2,0,1,0,5,-3,NA,1
"5829","201212070MIN","CLE","Kevin Jones","joneske01","8:33",1,3,0.333,0,0,NA,0,0,NA,2,2,4,0,1,0,0,0,2,3,NA,1
"5830","201212070MIN","CLE","Luke Walton","waltolu01","6:50",0,2,0,0,2,0,0,0,NA,0,0,0,1,2,0,0,2,0,-5,NA,1
"5831","201212070MIN","CLE","Samardo Samuels","samuesa01","6:49",0,2,0,0,0,NA,2,2,1,0,0,0,1,0,0,0,2,2,-1,NA,1
"5832","201212070MIN","MIN","Kevin Love","loveke01","35:11:00",10,19,0.526,2,5,0.4,14,18,0.778,6,7,13,0,1,1,3,0,36,18,NA,1
"5833","201212070MIN","MIN","Andrei Kirilenko","kirilan01","30:50:00",4,5,0.8,0,1,0,0,0,NA,3,4,7,6,4,3,3,1,8,23,NA,1
"5834","201212070MIN","MIN","Luke Ridnour","ridnolu01","30:33:00",6,12,0.5,0,1,0,0,0,NA,1,4,5,7,1,0,1,3,12,15,NA,1
"5835","201212070MIN","MIN","Nikola Pekovic","pekovni01","24:30:00",0,3,0,0,0,NA,4,4,1,1,0,1,1,0,1,2,4,4,15,NA,1
"5836","201212070MIN","MIN","Malcolm Lee","leema01","20:19",1,5,0.2,0,3,0,4,6,0.667,0,8,8,0,1,1,2,2,6,5,NA,1
"5837","201212070MIN","MIN","Alexey Shved","shvedal01","23:31",3,8,0.375,0,4,0,1,3,0.333,0,4,4,2,1,1,5,3,7,4,NA,1
"5838","201212070MIN","MIN","Dante Cunningham","cunnida01","22:47",2,6,0.333,0,0,NA,2,2,1,2,4,6,0,3,0,1,2,6,9,NA,1
"5839","201212070MIN","MIN","Jose Barea","bareajo01","19:41",3,5,0.6,2,3,0.667,2,2,1,0,3,3,2,1,0,2,1,10,9,NA,1
"5840","201212070MIN","MIN","Josh Howard","howarjo01","19:06",1,4,0.25,0,2,0,0,0,NA,0,3,3,0,1,0,1,1,2,-2,NA,1
"5841","201212070MIN","MIN","Greg Stiemsma","stiemgr01","13:32",0,3,0,0,0,NA,0,0,NA,0,3,3,0,0,1,1,0,0,-6,NA,1
"5842","201212070NOH","MEM","Rudy Gay","gayru01","40:35:00",10,18,0.556,2,5,0.4,6,8,0.75,0,8,8,5,0,2,2,4,28,17,NA,1
"5843","201212070NOH","MEM","Mike Conley","conlemi01","35:38:00",2,11,0.182,1,4,0.25,2,2,1,0,5,5,9,5,0,1,2,7,22,NA,1
"5844","201212070NOH","MEM","Zach Randolph","randoza01","32:55:00",7,13,0.538,0,1,0,1,4,0.25,4,3,7,0,1,1,2,2,15,6,NA,1
"5845","201212070NOH","MEM","Marc Gasol","gasolma01","29:54:00",5,11,0.455,0,0,NA,3,3,1,2,7,9,4,0,1,4,2,13,5,NA,1
"5846","201212070NOH","MEM","Tony Allen","allento01","21:58",3,6,0.5,0,0,NA,0,1,0,0,2,2,0,3,1,1,1,6,6,NA,1
"5847","201212070NOH","MEM","Quincy Pondexter","pondequ01","25:39:00",6,6,1,4,4,1,0,0,NA,3,3,6,3,0,0,2,2,16,3,NA,1
"5848","201212070NOH","MEM","Jerryd Bayless","bayleje01","20:38",1,2,0.5,1,1,1,2,2,1,0,4,4,2,0,0,1,1,5,-4,NA,1
"5849","201212070NOH","MEM","Darrell Arthur","arthuda01","12:24",1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,0,1,3,2,-10,NA,1
"5850","201212070NOH","MEM","Wayne Ellington","ellinwa01","10:12",0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,2,-11,NA,1
"5851","201212070NOH","MEM","Marreese Speights","speigma01","10:07",1,1,1,0,0,NA,0,0,NA,2,3,5,0,0,1,2,0,2,1,NA,1
"5852","201212070NOH","NOH","Ryan Anderson","anderry01","33:41:00",5,13,0.385,3,7,0.429,2,2,1,2,0,2,0,0,0,0,1,15,-15,NA,1
"5853","201212070NOH","NOH","Greivis Vasquez","vasqugr01","22:30",2,6,0.333,0,0,NA,0,0,NA,1,2,3,8,2,1,4,0,4,-17,NA,1
"5854","201212070NOH","NOH","Xavier Henry","henryxa01","20:45",4,6,0.667,1,1,1,3,4,0.75,0,3,3,0,1,0,0,3,12,-2,NA,1
"5855","201212070NOH","NOH","Robin Lopez","lopezro01","20:03",1,6,0.167,0,0,NA,0,0,NA,0,3,3,0,1,1,4,2,2,-8,NA,1
"5856","201212070NOH","NOH","Roger Mason","masonro01","18:13",3,4,0.75,2,3,0.667,0,0,NA,0,2,2,2,1,0,1,1,8,-3,NA,1
"5857","201212070NOH","NOH","Austin Rivers","riverau01","29:47:00",7,13,0.538,1,2,0.5,0,2,0,0,3,3,2,2,1,1,2,15,-4,NA,1
"5858","201212070NOH","NOH","Jason Smith","smithja02","27:57:00",7,14,0.5,0,0,NA,0,0,NA,1,4,5,3,0,5,1,2,14,1,NA,1
"5859","201212070NOH","NOH","Darius Miller","milleda01","27:15:00",1,3,0.333,0,2,0,2,2,1,0,1,1,3,1,0,0,2,4,-5,NA,1
"5860","201212070NOH","NOH","Brian Roberts","roberbr01","25:30:00",6,10,0.6,1,1,1,2,2,1,0,3,3,4,1,0,1,2,15,10,NA,1
"5861","201212070NOH","NOH","Lance Thomas","thomala01","14:19",0,0,NA,0,0,NA,0,0,NA,1,3,4,0,0,0,0,1,0,8,NA,1
"5862","201212070OKC","LAL","Kobe Bryant","bryanko01","43:30:00",11,24,0.458,4,5,0.8,9,10,0.9,0,3,3,7,3,2,5,5,35,-2,NA,1
"5863","201212070OKC","LAL","Dwight Howard","howardw01","41:14:00",9,17,0.529,0,1,0,5,7,0.714,6,12,18,3,0,1,6,4,23,-1,NA,1
"5864","201212070OKC","LAL","Metta World Peace","artesro01","36:33:00",2,6,0.333,1,5,0.2,3,4,0.75,1,3,4,0,1,0,1,1,8,-4,NA,1
"5865","201212070OKC","LAL","Chris Duhon","duhonch01","36:03:00",5,8,0.625,4,7,0.571,0,0,NA,0,3,3,3,2,0,2,2,14,-2,NA,1
"5866","201212070OKC","LAL","Antawn Jamison","jamisan01","29:29:00",4,11,0.364,0,4,0,1,2,0.5,4,1,5,1,2,0,1,2,9,-6,NA,1
"5867","201212070OKC","LAL","Jodie Meeks","meeksjo01","19:49",4,8,0.5,2,4,0.5,7,8,0.875,1,4,5,0,2,0,1,4,17,11,NA,1
"5868","201212070OKC","LAL","Jordan Hill","hilljo01","15:33",1,4,0.25,0,0,NA,0,0,NA,3,4,7,0,1,2,0,1,2,-14,NA,1
"5869","201212070OKC","LAL","Devin Ebanks","ebankde01","9:15",0,3,0,0,2,0,0,0,NA,0,0,0,1,0,0,1,3,0,-9,NA,1
"5870","201212070OKC","LAL","Darius Morris","morrida01","8:34",0,3,0,0,0,NA,0,0,NA,0,0,0,2,0,0,0,1,0,-3,NA,1
"5871","201212070OKC","OKC","Kevin Durant","duranke01","43:44:00",10,19,0.526,2,4,0.5,14,16,0.875,2,7,9,4,0,0,3,4,36,9,NA,1
"5872","201212070OKC","OKC","Russell Westbrook","westbru01","40:05:00",12,26,0.462,5,8,0.625,4,6,0.667,0,1,1,8,1,0,2,3,33,6,NA,1
"5873","201212070OKC","OKC","Thabo Sefolosha","sefolth01","34:13:00",2,4,0.5,1,1,1,0,0,NA,2,3,5,2,3,0,1,3,5,-5,NA,1
"5874","201212070OKC","OKC","Serge Ibaka","ibakase01","30:40:00",7,14,0.5,0,1,0,0,0,NA,3,3,6,0,1,1,0,2,14,4,NA,1
"5875","201212070OKC","OKC","Kendrick Perkins","perkike01","23:17",0,2,0,0,0,NA,0,0,NA,0,3,3,2,0,1,2,5,0,2,NA,1
"5876","201212070OKC","OKC","Kevin Martin","martike02","25:36:00",4,8,0.5,1,2,0.5,2,2,1,0,1,1,3,1,0,1,1,11,9,NA,1
"5877","201212070OKC","OKC","Hasheem Thabeet","thabeha01","18:06",1,3,0.333,0,0,NA,0,0,NA,1,3,4,0,0,0,1,3,2,3,NA,1
"5878","201212070OKC","OKC","Nick Collison","collini01","16:49",5,7,0.714,0,0,NA,3,4,0.75,3,4,7,1,0,1,2,3,13,2,NA,1
"5879","201212070OKC","OKC","Eric Maynor","maynoer01","7:30",0,1,0,0,1,0,0,0,NA,0,0,0,2,0,0,2,0,0,0,NA,1
"5880","201212070PHI","BOS","Paul Pierce","piercpa01","44:47:00",9,24,0.375,1,8,0.125,8,12,0.667,0,4,4,5,0,1,4,3,27,7,NA,1
"5881","201212070PHI","BOS","Jason Terry","terryja01","43:56:00",1,12,0.083,1,7,0.143,1,1,1,0,3,3,1,0,0,0,2,4,-6,NA,1
"5882","201212070PHI","BOS","Rajon Rondo","rondora01","42:16:00",8,14,0.571,0,0,NA,0,2,0,3,10,13,14,3,3,5,4,16,-1,NA,1
"5883","201212070PHI","BOS","Kevin Garnett","garneke01","34:15:00",7,11,0.636,0,0,NA,3,4,0.75,2,8,10,2,1,0,3,3,17,-10,NA,1
"5884","201212070PHI","BOS","Brandon Bass","bassbr01","22:58",0,1,0,0,0,NA,2,2,1,1,6,7,0,0,1,2,3,2,-12,NA,1
"5885","201212070PHI","BOS","Jeff Green","greenje02","28:34:00",6,12,0.5,3,5,0.6,4,4,1,1,7,8,0,1,1,2,2,19,3,NA,1
"5886","201212070PHI","BOS","Courtney Lee","leeco01","19:57",2,4,0.5,1,2,0.5,0,0,NA,0,1,1,1,1,1,0,3,5,5,NA,1
"5887","201212070PHI","BOS","Chris Wilcox","wilcoch01","14:43",2,3,0.667,0,0,NA,0,0,NA,0,2,2,1,0,0,0,1,4,4,NA,1
"5888","201212070PHI","BOS","Jared Sullinger","sullija01","13:34",0,0,NA,0,0,NA,0,0,NA,0,5,5,0,0,0,2,2,0,5,NA,1
"5889","201212070PHI","PHI","Evan Turner","turneev01","45:00:00",10,26,0.385,2,3,0.667,4,6,0.667,2,8,10,5,0,1,4,4,26,0,NA,1
"5890","201212070PHI","PHI","Thaddeus Young","youngth01","44:39:00",7,18,0.389,0,0,NA,3,4,0.75,8,4,12,2,2,0,0,4,17,1,NA,1
"5891","201212070PHI","PHI","Jrue Holiday","holidjr01","43:02:00",7,18,0.389,0,0,NA,1,2,0.5,1,5,6,4,3,0,1,6,15,4,NA,1
"5892","201212070PHI","PHI","Jason Richardson","richaja01","41:36:00",5,13,0.385,0,5,0,3,4,0.75,0,3,3,3,5,0,0,0,13,5,NA,1
"5893","201212070PHI","PHI","Lavoy Allen","allenla01","32:23:00",2,5,0.4,0,0,NA,4,4,1,2,9,11,1,0,0,2,5,8,4,NA,1
"5894","201212070PHI","PHI","Spencer Hawes","hawessp01","21:32",5,10,0.5,0,0,NA,0,0,NA,3,3,6,1,1,1,2,2,10,-1,NA,1
"5895","201212070PHI","PHI","Dorell Wright","wrighdo01","16:11",0,5,0,0,3,0,2,2,1,0,4,4,0,0,0,0,1,2,-5,NA,1
"5896","201212070PHI","PHI","Damien Wilkins","wilkida02","13:39",1,1,1,0,0,NA,2,4,0.5,0,0,0,3,1,1,0,3,4,-1,NA,1
"5897","201212070PHI","PHI","Arnett Moultrie","moultar01","7:00",0,3,0,0,0,NA,0,0,NA,1,1,2,0,0,1,0,1,0,-2,NA,1
"5898","201212070SAC","ORL","Glen Davis","davisgl01","40:15:00",8,19,0.421,0,0,NA,4,5,0.8,0,11,11,2,3,2,5,6,20,-9,NA,1
"5899","201212070SAC","ORL","Arron Afflalo","afflaar01","38:06:00",6,15,0.4,1,5,0.2,5,6,0.833,0,3,3,3,0,0,1,4,18,-11,NA,1
"5900","201212070SAC","ORL","Jameer Nelson","nelsoja01","36:26:00",7,13,0.538,3,5,0.6,0,0,NA,0,3,3,6,1,0,4,5,17,-10,NA,1
"5901","201212070SAC","ORL","Nikola Vucevic","vucevni01","20:59",1,5,0.2,0,0,NA,1,2,0.5,2,5,7,0,0,0,2,4,3,-13,NA,1
"5902","201212070SAC","ORL","Maurice Harkless","harklma01","19:10",0,3,0,0,1,0,2,2,1,0,2,2,0,0,1,0,1,2,-4,NA,1
"5903","201212070SAC","ORL","J.J. Redick","redicjj01","34:12:00",2,10,0.2,0,4,0,2,2,1,0,2,2,2,1,0,3,0,6,-4,NA,1
"5904","201212070SAC","ORL","Andrew Nicholson","nichoan01","22:26",5,10,0.5,0,0,NA,4,4,1,3,2,5,0,0,0,1,2,14,8,NA,1
"5905","201212070SAC","ORL","E'Twaun Moore","mooreet01","11:34",1,3,0.333,0,0,NA,0,0,NA,0,2,2,1,1,0,0,0,2,1,NA,1
"5906","201212070SAC","ORL","Gustavo Ayon","ayongu01","9:07",0,0,NA,0,0,NA,0,0,NA,1,2,3,3,0,0,0,1,0,1,NA,1
"5907","201212070SAC","ORL","DeQuan Jones","jonesde01","4:32",0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,NA,1
"5908","201212070SAC","ORL","Kyle O'Quinn","oquinky01","3:13",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,1,0,-5,NA,1
"5909","201212070SAC","SAC","DeMarcus Cousins","couside01","32:29:00",5,13,0.385,0,0,NA,7,10,0.7,2,12,14,4,3,2,4,2,17,6,NA,1
"5910","201212070SAC","SAC","John Salmons","salmojo01","28:22:00",1,8,0.125,0,3,0,0,0,NA,0,2,2,1,0,0,0,3,2,5,NA,1
"5911","201212070SAC","SAC","Jason Thompson","thompja02","27:48:00",5,11,0.455,0,0,NA,2,2,1,2,4,6,1,1,0,3,1,12,2,NA,1
"5912","201212070SAC","SAC","Francisco Garcia","garcifr01","22:21",2,5,0.4,1,3,0.333,0,0,NA,0,2,2,1,2,3,1,2,5,-2,NA,1
"5913","201212070SAC","SAC","Aaron Brooks","brookaa01","19:08",5,9,0.556,1,3,0.333,0,0,NA,0,4,4,3,1,0,1,2,11,3,NA,1
"5914","201212070SAC","SAC","Isaiah Thomas","thomais02","28:52:00",5,10,0.5,0,5,0,7,8,0.875,1,4,5,4,1,0,1,2,17,6,NA,1
"5915","201212070SAC","SAC","Marcus Thornton","thornma01","24:02:00",1,7,0.143,1,4,0.25,2,2,1,0,3,3,2,1,1,2,0,5,2,NA,1
"5916","201212070SAC","SAC","Jimmer Fredette","fredeji01","21:15",5,7,0.714,1,3,0.333,4,4,1,1,3,4,1,0,0,4,2,15,13,NA,1
"5917","201212070SAC","SAC","Chuck Hayes","hayesch01","19:07",3,4,0.75,0,0,NA,0,0,NA,3,1,4,0,0,0,2,1,6,4,NA,1
"5918","201212070SAC","SAC","Thomas Robinson","robinth01","16:36",0,5,0,0,0,NA,1,2,0.5,1,6,7,3,2,0,0,4,1,6,NA,1
"5919","201212070SAS","HOU","James Harden","hardeja01","34:26:00",10,16,0.625,3,6,0.5,6,7,0.857,0,3,3,5,4,0,3,1,29,-15,NA,1
"5920","201212070SAS","HOU","Patrick Patterson","pattepa01","32:30:00",5,14,0.357,0,3,0,0,0,NA,3,2,5,5,1,1,2,0,10,-13,NA,1
"5921","201212070SAS","HOU","Jeremy Lin","linje01","26:03:00",2,9,0.222,0,3,0,0,0,NA,1,5,6,4,1,0,2,1,4,-7,NA,1
"5922","201212070SAS","HOU","Chandler Parsons","parsoch01","24:19:00",3,10,0.3,0,4,0,1,1,1,0,1,1,0,0,0,2,2,7,-18,NA,1
"5923","201212070SAS","HOU","Omer Asik","asikom01","24:04:00",0,6,0,0,0,NA,0,0,NA,3,2,5,1,0,0,5,3,0,-23,NA,1
"5924","201212070SAS","HOU","Toney Douglas","douglto01","21:57",4,9,0.444,2,4,0.5,0,0,NA,0,1,1,3,2,0,2,1,10,-15,NA,1
"5925","201212070SAS","HOU","Carlos Delfino","delfica01","17:44",3,7,0.429,3,5,0.6,0,0,NA,0,3,3,1,0,0,1,2,9,-16,NA,1
"5926","201212070SAS","HOU","Marcus Morris","morrima03","17:26",1,5,0.2,0,2,0,0,0,NA,0,3,3,1,1,0,0,1,2,-2,NA,1
"5927","201212070SAS","HOU","Greg Smith","smithgr02","13:44",1,3,0.333,0,0,NA,0,0,NA,1,1,2,0,1,0,0,1,2,-12,NA,1
"5928","201212070SAS","HOU","Daequan Cook","cookda02","11:19",3,9,0.333,2,5,0.4,0,0,NA,1,1,2,0,1,0,0,0,8,-3,NA,1
