"","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP"
"23183","201304010MEM","MEM","Jerryd Bayless","bayleje01","28:15:00",7,12,0.583,0,1,0,3,5,0.6,0,2,2,3,0,0,1,3,17,-2,NA,1
"23184","201304010MEM","MEM","Darrell Arthur","arthuda01","15:15",0,1,0,0,0,NA,0,0,NA,1,0,1,0,0,0,1,1,0,-7,NA,1
"23185","201304010MEM","MEM","Quincy Pondexter","pondequ01","15:08",0,3,0,0,1,0,1,2,0.5,0,1,1,0,0,0,0,0,1,-8,NA,1
"23186","201304010MEM","MEM","Ed Davis","davised01","14:29",1,1,1,0,0,NA,2,2,1,0,2,2,0,1,1,1,2,4,-2,NA,1
"23187","201304010MEM","MEM","Austin Daye","dayeau01","12:45",1,2,0.5,0,0,NA,0,0,NA,0,1,1,0,0,0,1,0,2,4,NA,1
"23188","201304010MEM","MEM","Tony Wroten","wroteto01","6:00",0,2,0,0,0,NA,1,2,0.5,0,0,0,0,1,0,0,1,1,-9,NA,1
"23189","201304010MIL","CHA","Josh McRoberts","mcrobjo01","38:33:00",2,8,0.25,0,1,0,4,4,1,1,9,10,4,1,0,3,2,8,-29,NA,1
"23190","201304010MIL","CHA","Kemba Walker","walkeke02","34:55:00",8,11,0.727,0,3,0,11,13,0.846,0,2,2,6,1,1,4,2,27,-20,NA,1
"23191","201304010MIL","CHA","Gerald Henderson","hendege02","34:04:00",6,11,0.545,0,1,0,5,6,0.833,0,2,2,1,1,2,2,3,17,-33,NA,1
"23192","201304010MIL","CHA","Jeff Taylor","tayloje03","28:57:00",3,7,0.429,1,3,0.333,0,0,NA,1,4,5,1,1,1,3,2,7,-10,NA,1
"23193","201304010MIL","CHA","Bismack Biyombo","biyombi01","24:51:00",2,5,0.4,0,0,NA,0,0,NA,1,5,6,0,0,1,0,2,4,-16,NA,1
"23194","201304010MIL","CHA","Tyrus Thomas","thomaty01","23:15",5,9,0.556,2,4,0.5,1,2,0.5,1,1,2,2,1,0,1,4,13,-12,NA,1
"23195","201304010MIL","CHA","Ben Gordon","gordobe01","20:02",6,8,0.75,2,3,0.667,0,0,NA,0,0,0,0,0,0,6,3,14,-13,NA,1
"23196","201304010MIL","CHA","Jannero Pargo","pargoja01","19:12",3,10,0.3,1,4,0.25,1,2,0.5,0,1,1,3,1,0,1,1,8,-11,NA,1
"23197","201304010MIL","CHA","Jeff Adrien","adrieje01","12:12",2,3,0.667,0,0,NA,0,1,0,0,2,2,0,1,0,0,0,4,1,NA,1
"23198","201304010MIL","CHA","Reggie Williams","willire02","3:59",0,1,0,0,0,NA,0,0,NA,0,2,2,1,0,0,0,1,0,-2,NA,1
"23199","201304010MIL","MIL","Monta Ellis","ellismo01","40:54:00",7,14,0.5,3,5,0.6,2,2,1,0,4,4,14,6,1,4,4,19,24,NA,1
"23200","201304010MIL","MIL","Larry Sanders","sandela01","31:15:00",11,19,0.579,0,0,NA,2,4,0.5,6,7,13,2,0,0,0,1,24,23,NA,1
"23201","201304010MIL","MIL","Ersan Ilyasova","ilyaser01","30:49:00",8,13,0.615,4,4,1,2,2,1,3,5,8,3,1,0,1,3,22,16,NA,1
"23202","201304010MIL","MIL","Brandon Jennings","jennibr01","24:25:00",6,15,0.4,4,9,0.444,3,3,1,0,3,3,6,0,0,1,1,19,8,NA,1
"23203","201304010MIL","MIL","Marquis Daniels","daniema01","17:08",2,4,0.5,0,0,NA,0,0,NA,1,0,1,2,0,0,1,2,4,6,NA,1
"23204","201304010MIL","MIL","Mike Dunleavy","dunlemi02","31:13:00",6,14,0.429,1,4,0.25,2,2,1,2,5,7,1,0,0,2,1,15,26,NA,1
"23205","201304010MIL","MIL","J.J. Redick","redicjj01","26:08:00",8,12,0.667,2,5,0.4,2,2,1,0,1,1,3,0,0,0,3,20,18,NA,1
"23206","201304010MIL","MIL","Ekpe Udoh","udohek01","18:09",1,4,0.25,0,0,NA,2,2,1,2,1,3,0,0,0,0,2,4,12,NA,1
"23207","201304010MIL","MIL","Gustavo Ayon","ayongu01","8:58",1,2,0.5,0,0,NA,0,0,NA,0,2,2,0,0,0,1,1,2,9,NA,1
"23208","201304010MIL","MIL","John Henson","hensojo01","6:49",1,2,0.5,0,0,NA,0,0,NA,0,3,3,1,0,1,0,3,2,-2,NA,1
"23209","201304010MIL","MIL","Ishmael Smith","smithis01","4:12",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,5,NA,1
"23210","201304010MIN","BOS","Jeff Green","greenje02","38:16:00",5,10,0.5,0,0,NA,0,0,NA,1,6,7,5,0,0,5,2,10,-9,NA,1
"23211","201304010MIN","BOS","Brandon Bass","bassbr01","33:03:00",5,13,0.385,0,0,NA,3,4,0.75,2,4,6,2,0,1,1,1,13,-15,NA,1
"23212","201304010MIN","BOS","Avery Bradley","bradlav01","30:19:00",8,14,0.571,1,5,0.2,2,2,1,0,0,0,2,0,0,2,4,19,-17,NA,1
"23213","201304010MIN","BOS","Courtney Lee","leeco01","24:47:00",3,8,0.375,1,2,0.5,0,0,NA,0,2,2,1,0,0,3,3,7,-15,NA,1
"23214","201304010MIN","BOS","Chris Wilcox","wilcoch01","11:52",2,2,1,0,0,NA,0,0,NA,1,5,6,1,1,0,0,4,4,-4,NA,1
"23215","201304010MIN","BOS","Jordan Crawford","crawfjo02","28:27:00",5,11,0.455,1,3,0.333,0,0,NA,1,5,6,5,0,0,2,2,11,1,NA,1
"23216","201304010MIN","BOS","Jason Terry","terryja01","26:05:00",4,8,0.5,2,3,0.667,4,4,1,0,2,2,3,2,0,2,0,14,0,NA,1
"23217","201304010MIN","BOS","Terrence Williams","willite01","22:17",6,10,0.6,2,3,0.667,0,2,0,1,5,6,5,1,0,0,0,14,7,NA,1
"23218","201304010MIN","BOS","Shavlik Randolph","randosh01","21:04",4,5,0.8,0,0,NA,0,2,0,1,1,2,1,0,2,2,5,8,-1,NA,1
"23219","201304010MIN","BOS","D.J. White","whitedj01","3:50",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,3,NA,1
"23220","201304010MIN","MIN","Nikola Pekovic","pekovni01","41:21:00",9,15,0.6,0,0,NA,11,11,1,1,4,5,1,1,1,0,2,29,-2,NA,1
"23221","201304010MIN","MIN","Ricky Rubio","rubiori01","34:30:00",2,11,0.182,0,2,0,5,6,0.833,0,3,3,10,2,0,2,4,9,12,NA,1
"23222","201304010MIN","MIN","Andrei Kirilenko","kirilan01","26:35:00",6,7,0.857,1,1,1,4,4,1,2,7,9,5,2,0,2,2,17,2,NA,1
"23223","201304010MIN","MIN","Derrick Williams","willide02","24:31:00",5,9,0.556,1,2,0.5,0,0,NA,0,3,3,2,1,3,0,1,11,20,NA,1
"23224","201304010MIN","MIN","Luke Ridnour","ridnolu01","19:57",1,7,0.143,0,3,0,0,0,NA,0,1,1,1,2,0,2,1,2,7,NA,1
"23225","201304010MIN","MIN","Jose Barea","bareajo01","30:26:00",5,10,0.5,1,4,0.25,0,0,NA,0,4,4,7,0,0,1,0,11,4,NA,1
"23226","201304010MIN","MIN","Dante Cunningham","cunnida01","23:53",7,12,0.583,0,0,NA,5,6,0.833,1,4,5,0,2,0,0,1,19,-2,NA,1
"23227","201304010MIN","MIN","Alexey Shved","shvedal01","22:17",4,8,0.5,1,3,0.333,0,0,NA,0,1,1,3,0,0,1,0,9,2,NA,1
"23228","201304010MIN","MIN","Chase Budinger","budinch01","16:30",1,4,0.25,1,3,0.333,0,0,NA,0,0,0,1,0,0,0,0,3,7,NA,1
"23229","201304010TOR","DET","Jose Calderon","caldejo01","43:11:00",8,12,0.667,1,2,0.5,2,3,0.667,0,1,1,9,1,0,1,2,19,10,NA,1
"23230","201304010TOR","DET","Greg Monroe","monrogr01","37:54:00",10,18,0.556,0,0,NA,4,4,1,2,2,4,4,0,1,0,0,24,10,NA,1
"23231","201304010TOR","DET","Brandon Knight","knighbr03","28:33:00",2,8,0.25,1,4,0.25,0,0,NA,1,3,4,2,1,0,2,2,5,-4,NA,1
"23232","201304010TOR","DET","Andre Drummond","drumman01","19:43",2,5,0.4,0,0,NA,0,2,0,0,4,4,0,0,0,0,3,4,-9,NA,1
"23233","201304010TOR","DET","Kyle Singler","singlky01","19:07",1,5,0.2,1,1,1,2,2,1,1,0,1,0,0,0,0,2,5,-9,NA,1
"23234","201304010TOR","DET","Rodney Stuckey","stuckro01","28:24:00",7,10,0.7,3,3,1,1,2,0.5,0,4,4,6,1,0,3,2,18,17,NA,1
"23235","201304010TOR","DET","Jonas Jerebko","jerebjo01","28:17:00",6,8,0.75,0,1,0,3,4,0.75,2,4,6,3,0,0,1,1,15,19,NA,1
"23236","201304010TOR","DET","Khris Middleton","middlkh01","24:45:00",5,6,0.833,1,2,0.5,0,0,NA,1,3,4,0,0,0,1,4,11,16,NA,1
"23237","201304010TOR","DET","Charlie Villanueva","villach01","10:06",2,5,0.4,0,2,0,3,4,0.75,0,1,1,0,1,0,0,1,7,0,NA,1
"23238","201304010TOR","TOR","DeMar DeRozan","derozde01","40:40:00",7,17,0.412,0,3,0,1,2,0.5,1,6,7,5,2,0,2,2,15,-4,NA,1
"23239","201304010TOR","TOR","Rudy Gay","gayru01","40:16:00",13,18,0.722,4,4,1,4,4,1,1,5,6,5,1,1,1,4,34,-11,NA,1
"23240","201304010TOR","TOR","Jonas Valanciunas","valanjo01","37:11:00",8,14,0.571,0,0,NA,1,2,0.5,3,3,6,0,0,5,2,2,17,-8,NA,1
"23241","201304010TOR","TOR","Amir Johnson","johnsam01","36:56:00",2,5,0.4,0,0,NA,2,2,1,0,3,3,0,1,2,1,1,6,-3,NA,1
"23242","201304010TOR","TOR","Kyle Lowry","lowryky01","30:25:00",4,9,0.444,1,5,0.2,0,0,NA,0,0,0,7,0,0,2,2,9,2,NA,1
"23243","201304010TOR","TOR","Sebastian Telfair","telfase01","17:35",2,6,0.333,2,5,0.4,0,0,NA,0,1,1,4,1,0,1,2,6,-12,NA,1
"23244","201304010TOR","TOR","Alan Anderson","anderal01","16:26",3,8,0.375,1,4,0.25,0,0,NA,0,2,2,1,0,0,0,0,7,-4,NA,1
"23245","201304010TOR","TOR","Terrence Ross","rosste01","12:47",0,1,0,0,0,NA,0,0,NA,0,1,1,1,0,0,1,2,0,-11,NA,1
"23246","201304010TOR","TOR","Quincy Acy","acyqu01","7:44",2,3,0.667,0,0,NA,0,0,NA,1,2,3,1,1,0,0,2,4,1,NA,1
"23247","201304010UTA","POR","Damian Lillard","lillada01","39:29:00",7,16,0.438,3,7,0.429,0,0,NA,0,5,5,5,0,1,2,2,17,-16,NA,1
"23248","201304010UTA","POR","Meyers Leonard","leoname01","37:43:00",5,8,0.625,0,0,NA,2,3,0.667,1,6,7,3,0,1,5,3,12,-2,NA,1
"23249","201304010UTA","POR","Wesley Matthews","matthwe02","31:14:00",9,13,0.692,4,7,0.571,1,2,0.5,0,0,0,1,0,0,0,1,23,-15,NA,1
"23250","201304010UTA","POR","Nicolas Batum","batumni01","29:17:00",4,7,0.571,2,4,0.5,0,0,NA,0,0,0,4,0,0,3,2,10,-21,NA,1
"23251","201304010UTA","POR","J.J. Hickson","hicksjj01","25:04:00",3,6,0.5,0,0,NA,1,2,0.5,1,6,7,0,0,0,2,2,7,-20,NA,1
"23252","201304010UTA","POR","Victor Claver","clavevi01","28:46:00",4,5,0.8,2,3,0.667,2,4,0.5,0,5,5,2,1,0,2,1,12,13,NA,1
"23253","201304010UTA","POR","Eric Maynor","maynoer01","23:51",4,6,0.667,1,1,1,1,2,0.5,0,1,1,8,0,0,2,2,10,-1,NA,1
"23254","201304010UTA","POR","Joel Freeland","freeljo01","16:23",1,3,0.333,0,0,NA,0,0,NA,1,3,4,1,0,0,0,3,2,3,NA,1
"23255","201304010UTA","POR","Will Barton","bartowi01","5:13",1,2,0.5,0,0,NA,2,2,1,0,1,1,0,1,0,0,1,4,6,NA,1
"23256","201304010UTA","POR","Nolan Smith","smithno01","3:00",1,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,5,3,NA,1
"23257","201304010UTA","UTA","Paul Millsap","millspa01","37:12:00",7,11,0.636,0,0,NA,2,2,1,2,0,2,2,1,0,1,3,16,11,NA,1
"23258","201304010UTA","UTA","Al Jefferson","jeffeal01","30:36:00",12,21,0.571,0,0,NA,0,2,0,3,7,10,2,2,2,1,0,24,15,NA,1
"23259","201304010UTA","UTA","Mo Williams","willima01","29:09:00",7,12,0.583,6,7,0.857,0,0,NA,0,1,1,9,0,0,1,3,20,20,NA,1
"23260","201304010UTA","UTA","Gordon Hayward","haywago01","28:11:00",5,8,0.625,0,1,0,2,2,1,1,4,5,3,0,0,1,1,12,24,NA,1
"23261","201304010UTA","UTA","Randy Foye","foyera01","25:04:00",3,7,0.429,3,6,0.5,2,2,1,0,1,1,3,2,0,0,4,11,17,NA,1
"23262","201304010UTA","UTA","Derrick Favors","favorde01","28:10:00",6,7,0.857,0,0,NA,6,8,0.75,2,5,7,2,1,0,1,4,18,3,NA,1
"23263","201304010UTA","UTA","Alec Burks","burksal01","20:45",3,8,0.375,0,4,0,1,2,0.5,0,2,2,0,0,1,0,0,7,-5,NA,1
"23264","201304010UTA","UTA","Jamaal Tinsley","tinslja01","18:51",0,0,NA,0,0,NA,0,0,NA,0,1,1,5,1,0,0,1,0,-10,NA,1
"23265","201304010UTA","UTA","Marvin Williams","willima02","8:51",1,2,0.5,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,2,-11,NA,1
"23266","201304010UTA","UTA","DeMarre Carroll","carrode01","8:43",0,5,0,0,4,0,0,0,NA,1,1,2,0,0,0,1,1,0,-9,NA,1
"23267","201304010UTA","UTA","Jeremy Evans","evansje01","3:00",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,-3,NA,1
"23268","201304010UTA","UTA","Kevin Murphy","murphke01","1:28",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-2,NA,1
"23269","201304020LAL","DAL","O.J. Mayo","mayooj01","34:04:00",5,10,0.5,2,4,0.5,0,0,NA,0,5,5,4,1,0,3,3,12,-15,NA,1
"23270","201304020LAL","DAL","Dirk Nowitzki","nowitdi01","33:17:00",4,13,0.308,1,3,0.333,2,6,0.333,0,5,5,6,1,1,1,2,11,-13,NA,1
"23271","201304020LAL","DAL","Shawn Marion","mariosh01","27:35:00",4,9,0.444,0,0,NA,1,2,0.5,6,1,7,2,1,1,0,3,9,-9,NA,1
"23272","201304020LAL","DAL","Mike James","jamesmi01","20:39",0,3,0,0,1,0,0,0,NA,0,2,2,4,2,0,1,1,0,-4,NA,1
"23273","201304020LAL","DAL","Chris Kaman","kamanch01","19:49",7,10,0.7,0,0,NA,0,0,NA,1,5,6,0,2,0,2,5,14,-2,NA,1
"23274","201304020LAL","DAL","Darren Collison","collida01","28:40:00",5,12,0.417,1,4,0.25,0,0,NA,0,1,1,6,3,0,2,2,11,-19,NA,1
"23275","201304020LAL","DAL","Vince Carter","cartevi01","27:29:00",4,13,0.308,2,6,0.333,1,2,0.5,0,1,1,0,0,0,3,3,11,-11,NA,1
"23276","201304020LAL","DAL","Brandan Wright","wrighbr03","17:54",2,4,0.5,0,0,NA,2,2,1,1,2,3,0,0,3,0,4,6,2,NA,1
"23277","201304020LAL","DAL","Jae Crowder","crowdja01","16:11",3,3,1,1,1,1,0,0,NA,0,3,3,0,0,1,0,0,7,-5,NA,1
"23278","201304020LAL","DAL","Elton Brand","brandel01","12:30",0,2,0,0,0,NA,0,0,NA,0,3,3,1,1,0,1,1,0,-24,NA,1
"23279","201304020LAL","DAL","Justin Dentmon","dentmju01","0:56",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"23280","201304020LAL","DAL","Anthony Morrow","morroan01","0:56",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,NA,1
"23281","201304020LAL","LAL","Kobe Bryant","bryanko01","47:04:00",8,18,0.444,0,3,0,7,8,0.875,1,10,11,11,4,2,4,3,23,20,NA,1
"23282","201304020LAL","LAL","Steve Blake","blakest01","37:52:00",4,8,0.5,3,7,0.429,0,0,NA,1,4,5,1,1,0,4,3,11,18,NA,1
"23283","201304020LAL","LAL","Dwight Howard","howardw01","36:59:00",7,12,0.583,0,0,NA,10,20,0.5,4,8,12,1,1,1,2,3,24,16,NA,1
"23284","201304020LAL","LAL","Jodie Meeks","meeksjo01","36:31:00",2,9,0.222,2,5,0.4,2,2,1,3,3,6,3,1,0,2,1,8,9,NA,1
"23285","201304020LAL","LAL","Pau Gasol","gasolpa01","34:40:00",6,13,0.462,0,0,NA,2,2,1,5,5,10,6,0,0,4,4,14,17,NA,1
"23286","201304020LAL","LAL","Earl Clark","clarkea01","29:19:00",7,14,0.5,3,5,0.6,0,1,0,5,7,12,1,1,5,0,2,17,22,NA,1
"23287","201304020LAL","LAL","Antawn Jamison","jamisan01","16:39",2,7,0.286,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,4,-2,NA,1
"23288","201304020LAL","LAL","Robert Sacre","sacrero01","0:56",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,NA,1
"23289","201304020MIA","NYK","Carmelo Anthony","anthoca01","40:20:00",18,26,0.692,7,10,0.7,7,8,0.875,0,2,2,2,1,1,0,3,50,15,NA,1
"23290","201304020MIA","NYK","Raymond Felton","feltora01","38:22:00",4,9,0.444,0,3,0,2,2,1,0,0,0,9,1,0,4,2,10,15,NA,1
"23291","201304020MIA","NYK","Tyson Chandler","chandty01","23:56",0,2,0,0,0,NA,1,2,0.5,1,1,2,1,1,2,3,4,1,13,NA,1
"23292","201304020MIA","NYK","Iman Shumpert","shumpim01","22:31",3,5,0.6,3,5,0.6,0,0,NA,0,3,3,2,0,0,1,2,9,6,NA,1
"23293","201304020MIA","NYK","Pablo Prigioni","prigipa01","13:05",1,1,1,1,1,1,0,0,NA,0,1,1,1,1,0,1,1,3,-4,NA,1
"23294","201304020MIA","NYK","J.R. Smith","smithjr01","30:08:00",5,15,0.333,2,3,0.667,2,4,0.5,2,4,6,1,1,0,2,4,14,11,NA,1
"23295","201304020MIA","NYK","Jason Kidd","kiddja01","26:38:00",0,2,0,0,2,0,0,0,NA,1,2,3,1,2,0,0,3,0,10,NA,1
"23296","201304020MIA","NYK","Kenyon Martin","martike01","24:04:00",4,7,0.571,0,0,NA,1,2,0.5,2,4,6,0,1,0,1,3,9,-1,NA,1
"23297","201304020MIA","NYK","Steve Novak","novakst01","13:16",1,2,0.5,1,2,0.5,0,1,0,0,0,0,0,0,0,0,1,3,-2,NA,1
"23298","201304020MIA","NYK","Chris Copeland","copelch01","7:37",1,2,0.5,0,1,0,1,1,1,0,1,1,0,0,0,1,2,3,-3,NA,1
"23299","201304020MIA","NYK","James White","whiteja02","0:03",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"23300","201304020MIA","MIA","Norris Cole","coleno01","41:38:00",6,12,0.5,1,2,0.5,1,2,0.5,0,2,2,3,2,0,7,3,14,-16,NA,1
"23301","201304020MIA","MIA","Chris Bosh","boshch01","39:02:00",6,13,0.462,1,3,0.333,10,10,1,2,4,6,4,0,0,2,2,23,-4,NA,1
"23302","201304020MIA","MIA","Mike Miller","millemi01","36:35:00",7,12,0.583,4,8,0.5,0,0,NA,2,6,8,4,1,2,3,0,18,-6,NA,1
"23303","201304020MIA","MIA","Rashard Lewis","lewisra02","27:31:00",0,2,0,0,0,NA,0,0,NA,0,3,3,1,1,1,3,2,0,-10,NA,1
"23304","201304020MIA","MIA","Udonis Haslem","hasleud01","20:24",3,4,0.75,0,0,NA,2,2,1,2,0,2,0,1,0,0,1,8,-9,NA,1
"23305","201304020MIA","MIA","Shane Battier","battish01","28:18:00",1,5,0.2,1,4,0.25,2,2,1,0,8,8,2,0,0,2,5,5,-5,NA,1
"23306","201304020MIA","MIA","Ray Allen","allenra02","26:12:00",5,7,0.714,1,1,1,5,5,1,0,1,1,2,2,0,2,0,16,-8,NA,1
"23307","201304020MIA","MIA","James Jones","jonesja02","10:20",0,2,0,0,2,0,0,0,NA,0,0,0,1,0,0,0,3,0,1,NA,1
"23308","201304020MIA","MIA","Chris Andersen","anderch01","10:00",2,3,0.667,0,0,NA,2,6,0.333,1,1,2,1,0,0,0,3,6,-3,NA,1
"23309","201304020WAS","CHI","Jimmy Butler","butleji01","41:46:00",4,13,0.308,2,6,0.333,3,6,0.5,2,2,4,4,2,1,1,2,13,-4,NA,1
"23310","201304020WAS","CHI","Luol Deng","denglu01","41:41:00",5,15,0.333,0,3,0,3,3,1,2,6,8,2,2,0,2,3,13,0,NA,1
"23311","201304020WAS","CHI","Nazr Mohammed","mohamna01","36:00:00",5,12,0.417,0,1,0,2,2,1,7,5,12,3,0,1,2,4,12,-5,NA,1
"23312","201304020WAS","CHI","Carlos Boozer","boozeca01","34:55:00",9,18,0.5,0,0,NA,1,1,1,1,11,12,5,0,0,2,3,19,-5,NA,1
"23313","201304020WAS","CHI","Kirk Hinrich","hinriki01","25:43:00",3,8,0.375,2,4,0.5,0,0,NA,0,2,2,4,2,0,0,4,8,4,NA,1
"23314","201304020WAS","CHI","Nate Robinson","robinna01","33:21:00",7,16,0.438,1,7,0.143,2,4,0.5,0,2,2,3,0,0,0,2,17,-6,NA,1
"23315","201304020WAS","CHI","Daequan Cook","cookda02","17:03",0,4,0,0,2,0,0,0,NA,0,4,4,0,0,0,0,1,0,-4,NA,1
"23316","201304020WAS","CHI","Taj Gibson","gibsota01","9:31",2,3,0.667,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,4,0,NA,1
"23317","201304020WAS","WAS","John Wall","walljo01","36:53:00",8,17,0.471,0,0,NA,11,13,0.846,1,7,8,9,0,3,1,0,27,7,NA,1
"23318","201304020WAS","WAS","Nene Hilario","hilarne01","28:28:00",5,11,0.455,0,0,NA,0,0,NA,2,5,7,4,0,1,0,4,10,-6,NA,1
"23319","201304020WAS","WAS","Emeka Okafor","okafoem01","21:57",4,10,0.4,0,0,NA,2,4,0.5,1,8,9,1,0,0,0,1,10,-2,NA,1
"23320","201304020WAS","WAS","Martell Webster","webstma02","21:42",2,7,0.286,0,1,0,2,2,1,1,3,4,0,0,0,1,2,6,10,NA,1
"23321","201304020WAS","WAS","Garrett Temple","templga01","13:53",1,2,0.5,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,-10,NA,1
"23322","201304020WAS","WAS","Trevor Ariza","arizatr01","31:52:00",3,5,0.6,2,3,0.667,2,2,1,0,7,7,2,1,0,2,1,10,-2,NA,1
"23323","201304020WAS","WAS","Bradley Beal","bealbr01","27:31:00",3,11,0.273,1,4,0.25,1,2,0.5,1,4,5,1,1,0,2,1,8,10,NA,1
"23324","201304020WAS","WAS","Trevor Booker","booketr01","20:36",1,3,0.333,0,0,NA,0,2,0,1,2,3,2,1,0,1,3,2,6,NA,1
"23325","201304020WAS","WAS","A.J. Price","priceaj01","19:29",5,7,0.714,3,4,0.75,0,0,NA,0,1,1,1,0,0,2,2,13,1,NA,1
"23326","201304020WAS","WAS","Kevin Seraphin","serapke01","17:39",1,5,0.2,0,0,NA,0,0,NA,3,2,5,2,0,0,1,0,2,6,NA,1
"23327","201304030ATL","NYK","Carmelo Anthony","anthoca01","40:56:00",17,27,0.63,1,2,0.5,5,6,0.833,1,4,5,3,0,0,1,3,40,11,NA,1
"23328","201304030ATL","NYK","Raymond Felton","feltora01","35:45:00",7,16,0.438,0,3,0,0,0,NA,1,4,5,3,3,0,2,3,14,11,NA,1
"23329","201304030ATL","NYK","Tyson Chandler","chandty01","23:31",1,2,0.5,0,0,NA,0,0,NA,1,3,4,0,1,0,1,4,2,4,NA,1
"23330","201304030ATL","NYK","Iman Shumpert","shumpim01","23:11",2,6,0.333,0,2,0,0,0,NA,0,6,6,1,0,0,0,3,4,8,NA,1
"23331","201304030ATL","NYK","Pablo Prigioni","prigipa01","13:26",2,4,0.5,2,4,0.5,0,0,NA,0,1,1,0,0,0,0,0,6,-11,NA,1
"23332","201304030ATL","NYK","J.R. Smith","smithjr01","30:58:00",8,15,0.533,1,4,0.25,2,4,0.5,0,1,1,1,1,0,5,3,19,16,NA,1
"23333","201304030ATL","NYK","Jason Kidd","kiddja01","30:04:00",0,3,0,0,3,0,0,0,NA,1,4,5,7,1,0,0,1,0,12,NA,1
"23334","201304030ATL","NYK","Kenyon Martin","martike01","24:29:00",0,0,NA,0,0,NA,1,2,0.5,4,5,9,0,1,0,2,2,1,9,NA,1
"23335","201304030ATL","NYK","Steve Novak","novakst01","15:29",3,3,1,3,3,1,0,0,NA,0,2,2,1,0,0,0,1,9,6,NA,1
"23336","201304030ATL","NYK","Chris Copeland","copelch01","2:11",0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,-1,NA,1
"23337","201304030ATL","ATL","Jeff Teague","teaguje01","39:16:00",5,10,0.5,0,3,0,5,6,0.833,1,3,4,9,2,0,6,0,15,-9,NA,1
"23338","201304030ATL","ATL","Kyle Korver","korveky01","38:40:00",9,14,0.643,6,10,0.6,1,1,1,0,6,6,0,1,2,0,1,25,2,NA,1
"23339","201304030ATL","ATL","Josh Smith","smithjo03","38:22:00",5,13,0.385,0,3,0,0,7,0,2,6,8,5,1,0,2,0,10,-7,NA,1
"23340","201304030ATL","ATL","Al Horford","horfoal01","37:52:00",4,10,0.4,0,0,NA,1,2,0.5,1,6,7,5,1,0,2,0,9,-17,NA,1
"23341","201304030ATL","ATL","DeShawn Stevenson","stevede01","25:28:00",2,5,0.4,1,4,0.25,0,0,NA,0,4,4,1,1,0,1,2,5,2,NA,1
"23342","201304030ATL","ATL","Shelvin Mack","macksh01","20:08",3,6,0.5,1,4,0.25,1,2,0.5,0,1,1,0,0,0,1,2,8,-8,NA,1
"23343","201304030ATL","ATL","Ivan Johnson","johnsiv01","16:38",2,4,0.5,0,0,NA,1,1,1,1,0,1,1,1,0,1,1,5,-4,NA,1
"23344","201304030ATL","ATL","Anthony Tolliver","tollian01","12:28",2,2,1,1,1,1,0,0,NA,1,2,3,0,0,0,2,1,5,-13,NA,1
"23345","201304030ATL","ATL","Dahntay Jones","jonesda02","11:08",0,2,0,0,1,0,0,0,NA,1,0,1,1,0,0,0,3,0,-11,NA,1
"23346","201304030BOS","DET","Greg Monroe","monrogr01","39:09:00",11,22,0.5,0,1,0,2,3,0.667,9,8,17,3,2,0,6,2,24,3,NA,1
"23347","201304030BOS","DET","Rodney Stuckey","stuckro01","37:12:00",5,16,0.313,1,6,0.167,11,15,0.733,1,1,2,4,1,1,0,2,22,-13,NA,1
"23348","201304030BOS","DET","Brandon Knight","knighbr03","36:50:00",2,10,0.2,1,3,0.333,2,2,1,2,1,3,4,0,0,2,3,7,3,NA,1
"23349","201304030BOS","DET","Kyle Singler","singlky01","24:55:00",3,7,0.429,0,1,0,1,2,0.5,2,3,5,1,0,0,2,2,7,-6,NA,1
"23350","201304030BOS","DET","Andre Drummond","drumman01","20:31",4,6,0.667,0,0,NA,0,3,0,7,2,9,1,1,0,2,2,8,-10,NA,1
"23351","201304030BOS","DET","Jonas Jerebko","jerebjo01","27:29:00",6,10,0.6,2,3,0.667,5,5,1,0,5,5,1,3,0,1,4,19,5,NA,1
