"","X","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","Game.Date"
"11958",11958,"201301150LAL","MIL","Beno Udrih","udrihbe01","26:22:00",6,12,0.5,1,2,0.5,1,2,0.5,2,0,2,7,0,0,1,1,14,-6,NA,1,2013-01-15
"11959",11959,"201301150LAL","MIL","Mike Dunleavy","dunlemi02","23:10",3,8,0.375,2,4,0.5,2,2,1,1,2,3,0,0,0,2,2,10,1,NA,1,2013-01-15
"11960",11960,"201301150LAL","MIL","John Henson","hensojo01","17:00",2,8,0.25,0,0,NA,1,2,0.5,2,3,5,0,0,0,0,1,5,-6,NA,1,2013-01-15
"11961",11961,"201301150LAL","MIL","Marquis Daniels","daniema01","13:53",1,5,0.2,1,3,0.333,0,0,NA,1,3,4,1,0,0,0,1,3,-1,NA,1,2013-01-15
"11962",11962,"201301150LAL","MIL","Samuel Dalembert","dalemsa01","12:08",3,4,0.75,0,0,NA,1,2,0.5,2,4,6,0,0,0,1,0,7,-7,NA,1,2013-01-15
"11963",11963,"201301150LAL","MIL","Ekpe Udoh","udohek01","10:37",0,2,0,0,0,NA,0,0,NA,2,2,4,0,0,0,1,0,0,6,NA,1,2013-01-15
"11964",11964,"201301150LAL","MIL","Tobias Harris","harrito02","4:05",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2,NA,1,2013-01-15
"11965",11965,"201301150LAL","LAL","Dwight Howard","howardw01","40:05:00",14,18,0.778,0,0,NA,3,8,0.375,3,13,16,0,0,4,2,3,31,24,NA,1,2013-01-15
"11966",11966,"201301150LAL","LAL","Kobe Bryant","bryanko01","36:40:00",12,19,0.632,3,5,0.6,4,4,1,1,1,2,6,1,0,1,2,31,23,NA,1,2013-01-15
"11967",11967,"201301150LAL","LAL","Metta World Peace","artesro01","33:18:00",5,10,0.5,2,6,0.333,0,0,NA,0,6,6,3,0,2,1,1,12,27,NA,1,2013-01-15
"11968",11968,"201301150LAL","LAL","Steve Nash","nashst01","32:51:00",3,10,0.3,0,4,0,2,2,1,0,2,2,11,2,0,3,3,8,17,NA,1,2013-01-15
"11969",11969,"201301150LAL","LAL","Earl Clark","clarkea01","24:27:00",3,7,0.429,0,0,NA,0,0,NA,2,7,9,4,0,1,0,4,6,5,NA,1,2013-01-15
"11970",11970,"201301150LAL","LAL","Antawn Jamison","jamisan01","28:59:00",3,8,0.375,3,6,0.5,1,2,0.5,1,7,8,3,1,0,0,2,10,-1,NA,1,2013-01-15
"11971",11971,"201301150LAL","LAL","Darius Morris","morrida01","19:04",1,6,0.167,1,3,0.333,0,0,NA,0,0,0,2,0,0,0,3,3,-6,NA,1,2013-01-15
"11972",11972,"201301150LAL","LAL","Chris Duhon","duhonch01","15:09",1,5,0.2,1,5,0.2,0,0,NA,0,1,1,1,1,0,0,0,3,-1,NA,1,2013-01-15
"11973",11973,"201301150LAL","LAL","Robert Sacre","sacrero01","7:55",0,1,0,0,0,NA,0,2,0,1,1,2,0,0,0,0,2,0,-8,NA,1,2013-01-15
"11974",11974,"201301150LAL","LAL","Jodie Meeks","meeksjo01","1:32",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,NA,1,2013-01-15
"11975",11975,"201301150PHI","NOH","Greivis Vasquez","vasqugr01","35:55:00",10,18,0.556,3,4,0.75,0,1,0,0,2,2,9,0,0,6,4,23,13,NA,1,2013-01-15
"11976",11976,"201301150PHI","NOH","Eric Gordon","gordoer01","32:06:00",7,13,0.538,2,3,0.667,3,4,0.75,1,1,2,4,1,0,3,2,19,6,NA,1,2013-01-15
"11977",11977,"201301150PHI","NOH","Robin Lopez","lopezro01","22:44",4,9,0.444,0,0,NA,0,0,NA,3,2,5,0,0,3,0,1,8,10,NA,1,2013-01-15
"11978",11978,"201301150PHI","NOH","Al-Farouq Aminu","aminual01","22:38",2,4,0.5,0,0,NA,1,2,0.5,2,6,8,1,0,0,0,1,5,11,NA,1,2013-01-15
"11979",11979,"201301150PHI","NOH","Anthony Davis","davisan02","20:57",4,6,0.667,0,0,NA,2,3,0.667,2,5,7,2,2,2,1,0,10,4,NA,1,2013-01-15
"11980",11980,"201301150PHI","NOH","Ryan Anderson","anderry01","28:56:00",5,11,0.455,2,6,0.333,2,2,1,2,7,9,0,1,0,1,0,14,6,NA,1,2013-01-15
"11981",11981,"201301150PHI","NOH","Roger Mason","masonro01","26:40:00",3,4,0.75,1,1,1,0,0,NA,0,3,3,3,0,1,1,3,7,-1,NA,1,2013-01-15
"11982",11982,"201301150PHI","NOH","Jason Smith","smithja02","23:20",3,7,0.429,0,0,NA,0,0,NA,3,4,7,1,0,0,0,1,6,4,NA,1,2013-01-15
"11983",11983,"201301150PHI","NOH","Xavier Henry","henryxa01","14:46",4,7,0.571,1,2,0.5,2,2,1,2,2,4,1,2,0,0,4,11,8,NA,1,2013-01-15
"11984",11984,"201301150PHI","NOH","Brian Roberts","roberbr01","6:40",2,3,0.667,1,2,0.5,2,2,1,0,0,0,0,0,0,1,0,7,-3,NA,1,2013-01-15
"11985",11985,"201301150PHI","NOH","Austin Rivers","riverau01","5:18",0,1,0,0,0,NA,1,2,0.5,0,1,1,1,0,0,1,2,1,2,NA,1,2013-01-15
"11986",11986,"201301150PHI","PHI","Thaddeus Young","youngth01","39:29:00",6,18,0.333,0,0,NA,0,1,0,4,2,6,3,1,2,1,2,12,-4,NA,1,2013-01-15
"11987",11987,"201301150PHI","PHI","Jrue Holiday","holidjr01","36:13:00",10,17,0.588,4,5,0.8,5,5,1,1,4,5,11,4,0,4,3,29,-22,NA,1,2013-01-15
"11988",11988,"201301150PHI","PHI","Evan Turner","turneev01","34:32:00",5,12,0.417,1,2,0.5,3,4,0.75,2,5,7,3,0,0,2,3,14,-9,NA,1,2013-01-15
"11989",11989,"201301150PHI","PHI","Jason Richardson","richaja01","19:38",2,5,0.4,1,3,0.333,0,0,NA,1,2,3,2,0,0,0,2,5,-12,NA,1,2013-01-15
"11990",11990,"201301150PHI","PHI","Lavoy Allen","allenla01","14:40",4,5,0.8,0,0,NA,0,0,NA,0,0,0,0,0,0,2,4,8,-9,NA,1,2013-01-15
"11991",11991,"201301150PHI","PHI","Dorell Wright","wrighdo01","26:05:00",2,6,0.333,1,4,0.25,2,2,1,2,4,6,6,0,0,0,0,7,5,NA,1,2013-01-15
"11992",11992,"201301150PHI","PHI","Spencer Hawes","hawessp01","21:08",2,6,0.333,1,2,0.5,0,0,NA,0,2,2,2,0,0,2,1,5,-9,NA,1,2013-01-15
"11993",11993,"201301150PHI","PHI","Damien Wilkins","wilkida02","19:21",1,3,0.333,0,0,NA,0,0,NA,0,0,0,0,0,0,0,3,2,-7,NA,1,2013-01-15
"11994",11994,"201301150PHI","PHI","Nick Young","youngni01","12:00",6,9,0.667,2,4,0.5,0,1,0,0,1,1,1,0,0,1,1,14,6,NA,1,2013-01-15
"11995",11995,"201301150PHI","PHI","Royal Ivey","iveyro01","9:34",1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,1,3,-8,NA,1,2013-01-15
"11996",11996,"201301150PHI","PHI","Kwame Brown","brownkw01","7:20",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,1,0,9,NA,1,2013-01-15
"11997",11997,"201301160ATL","BRK","Joe Johnson","johnsjo02","41:19:00",4,15,0.267,0,4,0,7,7,1,0,2,2,2,1,0,0,2,15,-2,NA,1,2013-01-16
"11998",11998,"201301160ATL","BRK","Deron Williams","willide01","35:03:00",5,18,0.278,2,9,0.222,0,0,NA,2,3,5,9,0,0,1,5,12,-18,NA,1,2013-01-16
"11999",11999,"201301160ATL","BRK","Brook Lopez","lopezbr01","29:15:00",10,14,0.714,0,0,NA,2,2,1,6,3,9,0,0,1,1,1,22,-16,NA,1,2013-01-16
"12000",12000,"201301160ATL","BRK","Reggie Evans","evansre01","21:39",2,3,0.667,0,0,NA,4,4,1,2,3,5,0,1,0,3,3,8,-11,NA,1,2013-01-16
"12001",12001,"201301160ATL","BRK","Keith Bogans","boganke01","17:05",0,6,0,0,6,0,0,0,NA,0,0,0,0,0,0,1,1,0,-23,NA,1,2013-01-16
"12002",12002,"201301160ATL","BRK","C.J. Watson","watsocj01","21:22",1,5,0.2,1,3,0.333,0,0,NA,0,1,1,2,3,0,2,1,3,1,NA,1,2013-01-16
"12003",12003,"201301160ATL","BRK","Andray Blatche","blatcan01","20:34",6,7,0.857,0,0,NA,0,0,NA,1,3,4,2,2,1,1,2,12,-2,NA,1,2013-01-16
"12004",12004,"201301160ATL","BRK","Kris Humphries","humphkr01","17:59",4,8,0.5,0,0,NA,2,2,1,5,2,7,0,1,0,1,3,10,5,NA,1,2013-01-16
"12005",12005,"201301160ATL","BRK","Gerald Wallace","wallage01","15:12",1,2,0.5,0,0,NA,2,2,1,0,2,2,0,1,0,2,0,4,1,NA,1,2013-01-16
"12006",12006,"201301160ATL","BRK","MarShon Brooks","brookma01","9:45",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,1,1,4,-6,NA,1,2013-01-16
"12007",12007,"201301160ATL","BRK","Mirza Teletovic","teletmi01","6:33",1,4,0.25,1,3,0.333,0,0,NA,0,0,0,0,0,0,0,0,3,-4,NA,1,2013-01-16
"12008",12008,"201301160ATL","BRK","Jerry Stackhouse","stackje01","3:43",0,1,0,0,1,0,0,0,NA,1,0,1,2,0,0,0,0,0,3,NA,1,2013-01-16
"12009",12009,"201301160ATL","BRK","Tyshawn Taylor","tayloty01","0:31",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,2,NA,1,2013-01-16
"12010",12010,"201301160ATL","ATL","Zaza Pachulia","pachuza01","39:02:00",5,8,0.625,0,0,NA,3,6,0.5,6,5,11,8,1,0,2,3,13,12,NA,1,2013-01-16
"12011",12011,"201301160ATL","ATL","Jeff Teague","teaguje01","36:56:00",12,18,0.667,3,5,0.6,1,2,0.5,0,4,4,11,0,0,2,2,28,15,NA,1,2013-01-16
"12012",12012,"201301160ATL","ATL","Al Horford","horfoal01","36:25:00",7,12,0.583,0,0,NA,3,4,0.75,6,7,13,2,2,1,3,3,17,12,NA,1,2013-01-16
"12013",12013,"201301160ATL","ATL","Devin Harris","harride01","35:12:00",6,11,0.545,2,6,0.333,4,5,0.8,0,4,4,5,4,0,3,1,18,24,NA,1,2013-01-16
"12014",12014,"201301160ATL","ATL","Kyle Korver","korveky01","26:38:00",5,10,0.5,1,4,0.25,0,0,NA,0,4,4,2,1,1,1,3,11,10,NA,1,2013-01-16
"12015",12015,"201301160ATL","ATL","Louis Williams","willilo02","24:04:00",5,8,0.625,1,3,0.333,0,0,NA,1,0,1,4,0,0,3,1,11,-7,NA,1,2013-01-16
"12016",12016,"201301160ATL","ATL","DeShawn Stevenson","stevede01","21:18",1,3,0.333,1,3,0.333,0,0,NA,1,0,1,0,0,0,0,3,3,0,NA,1,2013-01-16
"12017",12017,"201301160ATL","ATL","Ivan Johnson","johnsiv01","20:25",4,8,0.5,0,0,NA,0,0,NA,2,1,3,1,0,0,2,2,8,4,NA,1,2013-01-16
"12018",12018,"201301160BOS","NOH","Greivis Vasquez","vasqugr01","40:57:00",5,16,0.313,1,7,0.143,4,5,0.8,0,11,11,4,0,0,6,2,15,10,NA,1,2013-01-16
"12019",12019,"201301160BOS","NOH","Al-Farouq Aminu","aminual01","27:28:00",3,9,0.333,0,0,NA,12,13,0.923,1,8,9,1,2,0,2,4,18,18,NA,1,2013-01-16
"12020",12020,"201301160BOS","NOH","Anthony Davis","davisan02","26:46:00",4,5,0.8,0,0,NA,2,2,1,2,8,10,1,1,2,1,0,10,-7,NA,1,2013-01-16
"12021",12021,"201301160BOS","NOH","Robin Lopez","lopezro01","26:25:00",7,11,0.636,0,0,NA,3,4,0.75,4,2,6,0,0,0,2,3,17,9,NA,1,2013-01-16
"12022",12022,"201301160BOS","NOH","Roger Mason","masonro01","25:45:00",1,4,0.25,0,3,0,0,0,NA,0,0,0,1,0,1,1,2,2,11,NA,1,2013-01-16
"12023",12023,"201301160BOS","NOH","Ryan Anderson","anderry01","25:22:00",3,11,0.273,1,5,0.2,3,3,1,2,4,6,2,1,0,2,3,10,8,NA,1,2013-01-16
"12024",12024,"201301160BOS","NOH","Austin Rivers","riverau01","22:43",3,6,0.5,0,0,NA,2,4,0.5,0,0,0,1,0,0,0,2,8,1,NA,1,2013-01-16
"12025",12025,"201301160BOS","NOH","Xavier Henry","henryxa01","17:39",0,2,0,0,1,0,0,0,NA,0,3,3,0,0,0,0,1,0,0,NA,1,2013-01-16
"12026",12026,"201301160BOS","NOH","Jason Smith","smithja02","17:16",4,4,1,0,0,NA,0,0,NA,2,1,3,2,1,0,2,3,8,14,NA,1,2013-01-16
"12027",12027,"201301160BOS","NOH","Brian Roberts","roberbr01","4:59",1,3,0.333,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,2,4,NA,1,2013-01-16
"12028",12028,"201301160BOS","NOH","Lance Thomas","thomala01","3:28",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,-5,NA,1,2013-01-16
"12029",12029,"201301160BOS","NOH","Donald Sloan","sloando01","1:12",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-3,NA,1,2013-01-16
"12030",12030,"201301160BOS","BOS","Rajon Rondo","rondora01","32:54:00",3,8,0.375,0,0,NA,1,3,0.333,2,1,3,11,3,0,5,0,7,-5,NA,1,2013-01-16
"12031",12031,"201301160BOS","BOS","Brandon Bass","bassbr01","32:33:00",4,6,0.667,0,0,NA,1,2,0.5,3,4,7,1,1,0,1,1,9,1,NA,1,2013-01-16
"12032",12032,"201301160BOS","BOS","Paul Pierce","piercpa01","30:49:00",5,16,0.313,1,7,0.143,1,3,0.333,0,10,10,4,1,0,2,6,12,-10,NA,1,2013-01-16
"12033",12033,"201301160BOS","BOS","Kevin Garnett","garneke01","29:31:00",7,12,0.583,0,0,NA,1,2,0.5,0,4,4,0,1,0,3,3,15,-26,NA,1,2013-01-16
"12034",12034,"201301160BOS","BOS","Avery Bradley","bradlav01","21:35",2,4,0.5,0,2,0,0,2,0,0,0,0,1,3,0,0,2,4,-8,NA,1,2013-01-16
"12035",12035,"201301160BOS","BOS","Jeff Green","greenje02","24:39:00",2,4,0.5,0,1,0,0,2,0,1,4,5,0,0,2,1,3,4,-3,NA,1,2013-01-16
"12036",12036,"201301160BOS","BOS","Jason Terry","terryja01","24:18:00",5,10,0.5,2,4,0.5,0,0,NA,0,0,0,1,1,0,1,0,12,-8,NA,1,2013-01-16
"12037",12037,"201301160BOS","BOS","Jared Sullinger","sullija01","20:34",2,5,0.4,0,0,NA,0,0,NA,0,2,2,1,1,1,1,4,4,-2,NA,1,2013-01-16
"12038",12038,"201301160BOS","BOS","Courtney Lee","leeco01","15:58",1,5,0.2,0,3,0,2,2,1,0,2,2,3,0,0,1,0,4,-5,NA,1,2013-01-16
"12039",12039,"201301160BOS","BOS","Jason Collins","collija04","4:28",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1,0,5,NA,1,2013-01-16
"12040",12040,"201301160BOS","BOS","Leandro Barbosa","barbole01","2:41",3,4,0.75,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,7,1,NA,1,2013-01-16
"12041",12041,"201301160DAL","HOU","Chandler Parsons","parsoch01","39:49:00",6,14,0.429,4,6,0.667,2,2,1,0,6,6,2,0,0,0,5,18,-4,NA,1,2013-01-16
"12042",12042,"201301160DAL","HOU","James Harden","hardeja01","37:23:00",5,23,0.217,1,8,0.125,9,12,0.75,0,8,8,7,3,0,4,5,20,-6,NA,1,2013-01-16
"12043",12043,"201301160DAL","HOU","Omer Asik","asikom01","36:23:00",4,8,0.5,0,0,NA,4,4,1,6,9,15,0,1,2,1,3,12,4,NA,1,2013-01-16
"12044",12044,"201301160DAL","HOU","Jeremy Lin","linje01","30:42:00",6,13,0.462,1,3,0.333,6,10,0.6,1,2,3,4,1,0,4,1,19,-4,NA,1,2013-01-16
"12045",12045,"201301160DAL","HOU","Patrick Patterson","pattepa01","23:05",4,7,0.571,1,1,1,0,0,NA,1,4,5,0,0,0,0,1,9,15,NA,1,2013-01-16
"12046",12046,"201301160DAL","HOU","Carlos Delfino","delfica01","24:49:00",2,7,0.286,1,4,0.25,0,0,NA,0,1,1,1,1,0,5,2,5,-8,NA,1,2013-01-16
"12047",12047,"201301160DAL","HOU","Marcus Morris","morrima03","15:40",2,6,0.333,1,3,0.333,2,2,1,0,3,3,1,0,0,0,4,7,-14,NA,1,2013-01-16
"12048",12048,"201301160DAL","HOU","Patrick Beverley","beverpa01","13:06",3,3,1,1,1,1,0,0,NA,0,1,1,2,0,1,1,3,7,3,NA,1,2013-01-16
"12049",12049,"201301160DAL","HOU","Greg Smith","smithgr02","11:37",0,2,0,0,0,NA,0,0,NA,1,9,10,0,0,3,0,5,0,-9,NA,1,2013-01-16
"12050",12050,"201301160DAL","HOU","Toney Douglas","douglto01","7:26",1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,0,3,-2,NA,1,2013-01-16
"12051",12051,"201301160DAL","DAL","Shawn Marion","mariosh01","33:29:00",8,13,0.615,0,0,NA,2,6,0.333,5,4,9,3,0,0,1,1,18,-2,NA,1,2013-01-16
"12052",12052,"201301160DAL","DAL","Dirk Nowitzki","nowitdi01","33:26:00",7,14,0.5,1,4,0.25,4,4,1,0,8,8,1,0,1,1,3,19,5,NA,1,2013-01-16
"12053",12053,"201301160DAL","DAL","O.J. Mayo","mayooj01","32:45:00",3,14,0.214,0,3,0,12,13,0.923,2,4,6,8,2,1,2,4,18,-5,NA,1,2013-01-16
"12054",12054,"201301160DAL","DAL","Darren Collison","collida01","31:14:00",3,9,0.333,2,4,0.5,2,2,1,0,2,2,3,2,0,2,2,10,-12,NA,1,2013-01-16
"12055",12055,"201301160DAL","DAL","Chris Kaman","kamanch01","21:26",3,6,0.5,0,0,NA,0,0,NA,1,5,6,1,0,1,2,0,6,5,NA,1,2013-01-16
"12056",12056,"201301160DAL","DAL","Elton Brand","brandel01","26:34:00",4,9,0.444,0,0,NA,3,3,1,2,8,10,0,0,2,0,2,11,0,NA,1,2013-01-16
"12057",12057,"201301160DAL","DAL","Vince Carter","cartevi01","19:00",1,7,0.143,0,5,0,2,2,1,0,1,1,1,1,0,2,2,4,7,NA,1,2013-01-16
"12058",12058,"201301160DAL","DAL","Mike James","jamesmi01","16:46",1,8,0.125,0,2,0,2,4,0.5,0,1,1,5,0,0,0,3,4,17,NA,1,2013-01-16
"12059",12059,"201301160DAL","DAL","Jae Crowder","crowdja01","12:42",3,4,0.75,2,3,0.667,2,3,0.667,0,2,2,0,1,0,0,1,10,4,NA,1,2013-01-16
"12060",12060,"201301160DAL","DAL","Dahntay Jones","jonesda02","12:37",0,2,0,0,1,0,5,6,0.833,1,1,2,0,1,0,0,1,5,6,NA,1,2013-01-16
"12061",12061,"201301160GSW","MIA","LeBron James","jamesle01","30:32:00",11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,33,NA,1,2013-01-16
"12062",12062,"201301160GSW","MIA","Dwyane Wade","wadedw01","29:36:00",6,12,0.5,0,1,0,3,5,0.6,2,6,8,6,5,1,0,1,15,32,NA,1,2013-01-16
"12063",12063,"201301160GSW","MIA","Mario Chalmers","chalmma01","26:30:00",5,11,0.455,4,7,0.571,1,2,0.5,0,1,1,1,3,0,1,3,15,24,NA,1,2013-01-16
"12064",12064,"201301160GSW","MIA","Chris Bosh","boshch01","26:19:00",5,14,0.357,1,1,1,0,0,NA,2,4,6,1,1,1,3,3,11,23,NA,1,2013-01-16
"12065",12065,"201301160GSW","MIA","Udonis Haslem","hasleud01","23:38",3,4,0.75,0,0,NA,0,0,NA,4,6,10,0,0,0,0,2,6,26,NA,1,2013-01-16
"12066",12066,"201301160GSW","MIA","Ray Allen","allenra02","26:28:00",3,11,0.273,2,7,0.286,2,2,1,0,5,5,3,0,0,3,1,10,17,NA,1,2013-01-16
"12067",12067,"201301160GSW","MIA","Norris Cole","coleno01","18:12",2,6,0.333,0,0,NA,3,4,0.75,0,1,1,0,0,0,1,4,7,-19,NA,1,2013-01-16
"12068",12068,"201301160GSW","MIA","Joel Anthony","anthojo01","12:56",0,1,0,0,0,NA,0,0,NA,3,2,5,2,1,2,0,0,0,-4,NA,1,2013-01-16
"12069",12069,"201301160GSW","MIA","Rashard Lewis","lewisra02","12:00",1,3,0.333,0,2,0,1,2,0.5,0,2,2,1,0,0,1,1,3,-13,NA,1,2013-01-16
"12070",12070,"201301160GSW","MIA","Mike Miller","millemi01","12:00",0,3,0,0,3,0,0,0,NA,1,2,3,0,0,0,0,2,0,-13,NA,1,2013-01-16
"12071",12071,"201301160GSW","MIA","Shane Battier","battish01","10:09",0,3,0,0,3,0,0,0,NA,0,2,2,0,0,0,0,0,0,-1,NA,1,2013-01-16
"12072",12072,"201301160GSW","MIA","James Jones","jonesja02","5:50",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-10,NA,1,2013-01-16
"12073",12073,"201301160GSW","MIA","Jarvis Varnado","varnaja01","5:50",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,1,1,3,0,-10,NA,1,2013-01-16
"12074",12074,"201301160GSW","GSW","David Lee","leeda02","32:27:00",4,13,0.308,0,1,0,4,4,1,1,10,11,1,0,0,3,1,12,-25,NA,1,2013-01-16
"12075",12075,"201301160GSW","GSW","Jarrett Jack","jackja01","32:12:00",7,14,0.5,0,0,NA,2,4,0.5,1,2,3,2,1,0,5,2,16,-21,NA,1,2013-01-16
"12076",12076,"201301160GSW","GSW","Klay Thompson","thompkl01","28:35:00",1,8,0.125,0,4,0,0,0,NA,0,2,2,3,0,0,4,3,2,-19,NA,1,2013-01-16
"12077",12077,"201301160GSW","GSW","Harrison Barnes","barneha02","22:42",3,12,0.25,1,3,0.333,2,2,1,3,3,6,3,0,0,1,3,9,1,NA,1,2013-01-16
"12078",12078,"201301160GSW","GSW","Festus Ezeli","ezelife01","8:13",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,1,0,1,0,-5,NA,1,2013-01-16
"12079",12079,"201301160GSW","GSW","Draymond Green","greendr01","29:21:00",3,5,0.6,0,0,NA,3,4,0.75,2,5,7,1,0,0,4,4,9,-15,NA,1,2013-01-16
"12080",12080,"201301160GSW","GSW","Carl Landry","landrca01","22:40",5,11,0.455,0,0,NA,0,0,NA,3,8,11,0,1,0,1,2,10,-9,NA,1,2013-01-16
"12081",12081,"201301160GSW","GSW","Charles Jenkins","jenkich01","21:40",1,4,0.25,0,0,NA,0,0,NA,0,1,1,2,1,0,1,2,2,-8,NA,1,2013-01-16
"12082",12082,"201301160GSW","GSW","Kent Bazemore","bazemke01","17:54",1,7,0.143,1,3,0.333,3,4,0.75,1,3,4,5,1,0,1,1,6,10,NA,1,2013-01-16
"12083",12083,"201301160GSW","GSW","Richard Jefferson","jefferi01","11:03",3,4,0.75,1,1,1,0,0,NA,0,2,2,0,0,0,1,0,7,11,NA,1,2013-01-16
"12084",12084,"201301160GSW","GSW","Jeremy Tyler","tylerje01","7:28",1,2,0.5,0,0,NA,0,0,NA,0,2,2,0,0,0,0,2,2,9,NA,1,2013-01-16
"12085",12085,"201301160GSW","GSW","Andris Biedrins","biedran01","5:45",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,1,1,0,0,0,-14,NA,1,2013-01-16
"12086",12086,"201301160OKC","DEN","Andre Iguodala","iguodan01","29:49:00",4,10,0.4,0,3,0,4,4,1,0,1,1,5,0,0,3,0,12,-17,NA,1,2013-01-16
"12087",12087,"201301160OKC","DEN","Danilo Gallinari","gallida01","26:08:00",3,10,0.3,1,5,0.2,4,5,0.8,0,1,1,0,0,0,1,0,11,-21,NA,1,2013-01-16
"12088",12088,"201301160OKC","DEN","Kosta Koufos","koufoko01","25:03:00",6,6,1,0,0,NA,4,6,0.667,3,6,9,0,1,0,1,4,16,-8,NA,1,2013-01-16
"12089",12089,"201301160OKC","DEN","Kenneth Faried","farieke01","20:37",2,4,0.5,0,0,NA,1,2,0.5,1,1,2,1,1,1,1,4,5,-24,NA,1,2013-01-16
"12090",12090,"201301160OKC","DEN","Ty Lawson","lawsoty01","19:39",1,4,0.25,0,1,0,0,0,NA,0,1,1,1,0,0,4,3,2,-14,NA,1,2013-01-16
"12091",12091,"201301160OKC","DEN","Andre Miller","millean02","24:22:00",3,7,0.429,0,0,NA,0,0,NA,2,1,3,10,0,0,3,4,6,-8,NA,1,2013-01-16
"12092",12092,"201301160OKC","DEN","JaVale McGee","mcgeeja01","19:57",5,6,0.833,0,0,NA,5,5,1,2,2,4,0,0,3,2,1,15,-19,NA,1,2013-01-16
"12093",12093,"201301160OKC","DEN","Corey Brewer","breweco01","18:48",1,7,0.143,0,2,0,1,2,0.5,0,3,3,0,0,0,0,2,3,-8,NA,1,2013-01-16
"12094",12094,"201301160OKC","DEN","Anthony Randolph","randoan01","16:03",1,6,0.167,0,2,0,6,8,0.75,1,4,5,0,3,3,2,2,8,5,NA,1,2013-01-16
"12095",12095,"201301160OKC","DEN","Evan Fournier","fournev01","15:16",2,5,0.4,1,2,0.5,4,5,0.8,1,1,2,3,1,0,2,3,9,4,NA,1,2013-01-16
"12096",12096,"201301160OKC","DEN","Timofey Mozgov","mozgoti01","9:41",2,4,0.5,0,0,NA,0,0,NA,1,3,4,0,0,1,0,0,4,8,NA,1,2013-01-16
"12097",12097,"201301160OKC","DEN","Jordan Hamilton","hamiljo02","8:58",3,4,0.75,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,6,3,NA,1,2013-01-16
"12098",12098,"201301160OKC","DEN","Julyan Stone","stoneju01","5:39",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-1,NA,1,2013-01-16
"12099",12099,"201301160OKC","OKC","Kevin Durant","duranke01","28:35:00",7,12,0.583,2,5,0.4,4,5,0.8,0,2,2,4,5,0,3,2,20,13,NA,1,2013-01-16
"12100",12100,"201301160OKC","OKC","Russell Westbrook","westbru01","27:55:00",12,20,0.6,0,1,0,8,9,0.889,2,0,2,4,1,0,0,0,32,17,NA,1,2013-01-16
"12101",12101,"201301160OKC","OKC","Serge Ibaka","ibakase01","26:30:00",2,5,0.4,0,0,NA,1,1,1,2,4,6,1,0,5,3,3,5,16,NA,1,2013-01-16
"12102",12102,"201301160OKC","OKC","Kendrick Perkins","perkike01","24:15:00",1,6,0.167,0,0,NA,0,0,NA,4,1,5,1,2,2,1,4,2,17,NA,1,2013-01-16
"12103",12103,"201301160OKC","OKC","Thabo Sefolosha","sefolth01","22:21",3,7,0.429,3,5,0.6,0,0,NA,1,1,2,1,0,0,0,3,9,11,NA,1,2013-01-16
"12104",12104,"201301160OKC","OKC","Reggie Jackson","jacksre01","20:05",2,5,0.4,0,2,0,4,4,1,1,5,6,7,0,0,1,1,8,3,NA,1,2013-01-16
"12105",12105,"201301160OKC","OKC","DeAndre Liggins","liggide01","19:58",2,4,0.5,2,2,1,0,0,NA,1,0,1,1,2,1,1,2,6,5,NA,1,2013-01-16
"12106",12106,"201301160OKC","OKC","Kevin Martin","martike02","19:07",8,12,0.667,2,3,0.667,2,3,0.667,0,1,1,0,0,0,1,2,20,18,NA,1,2013-01-16
